年度,縣市,就業人口數_千人
2017.0,基隆市,178.0
2018.0,基隆市,179.0
2019.0,基隆市,181.0
2020.0,基隆市,179.0
2021.0,基隆市,173.0
2022.0,基隆市,175.0
2023.0,基隆市,176.0
2024.0,基隆市,176.0
,基隆市,
2016.0,基隆市,29.69
2017.0,基隆市,29.57
2018.0,基隆市,27.77
2019.0,基隆市,27.43
2020.0,基隆市,28.28
2021.0,基隆市,29.34
2022.0,基隆市,30.3
2023.0,基隆市,27.23
2024.0,基隆市,26.12
,基隆市,
2016.0,基隆市,69.97
2017.0,基隆市,70.04
2018.0,基隆市,71.62
2019.0,基隆市,71.73
2020.0,基隆市,71.34
2021.0,基隆市,70.26
2022.0,基隆市,69.15
2023.0,基隆市,72.23
2024.0,基隆市,73.25
,基隆市,
2016.0,基隆市,0.34
2017.0,基隆市,0.39
2018.0,基隆市,0.61
2019.0,基隆市,0.84
2020.0,基隆市,0.38
2021.0,基隆市,0.39
2022.0,基隆市,0.55
2023.0,基隆市,0.54
2024.0,基隆市,0.62
,基隆市,
,基隆市,
,基隆市,
,基隆市,
,基隆市,
,基隆市,
,基隆市,
,基隆市,
,基隆市,
,基隆市,
,基隆市,
,基隆市,
,基隆市,
,基隆市,
,基隆市,
,基隆市,
,基隆市,
,基隆市,
,基隆市,
,基隆市,
,基隆市,
,基隆市,
,基隆市,
,基隆市,
,基隆市,
,基隆市,
,基隆市,
,基隆市,
,基隆市,
2016.0,新竹市,206.0
2017.0,新竹市,208.0
2018.0,新竹市,206.0
2019.0,新竹市,208.0
2020.0,新竹市,208.0
2021.0,新竹市,211.0
2022.0,新竹市,213.0
2023.0,新竹市,216.0
2024.0,新竹市,218.0
,新竹市,
2016.0,新竹市,42.4
2017.0,新竹市,42.94
2018.0,新竹市,44.78
2019.0,新竹市,43.97
2020.0,新竹市,41.88
2021.0,新竹市,42.63
2022.0,新竹市,45.69
2023.0,新竹市,43.9
2024.0,新竹市,43.23
,新竹市,
2016.0,新竹市,57.04
2017.0,新竹市,56.74
2018.0,新竹市,54.92
2019.0,新竹市,55.42
2020.0,新竹市,57.64
2021.0,新竹市,56.9
2022.0,新竹市,54.01
2023.0,新竹市,55.89
2024.0,新竹市,56.51
,新竹市,
2016.0,新竹市,0.56
2017.0,新竹市,0.32
2018.0,新竹市,0.3
2019.0,新竹市,0.61
2020.0,新竹市,0.48
2021.0,新竹市,0.47
2022.0,新竹市,0.3
2023.0,新竹市,0.21
2024.0,新竹市,0.26
,新竹市,
,新竹市,
,新竹市,
,新竹市,
,新竹市,
,新竹市,
,新竹市,
,新竹市,
,新竹市,
,新竹市,
,新竹市,
,新竹市,
,新竹市,
,新竹市,
,新竹市,
,新竹市,
,新竹市,
,新竹市,
,新竹市,
,新竹市,
,新竹市,
,新竹市,
,新竹市,
,新竹市,
,新竹市,
,新竹市,
,新竹市,
,新竹市,
,新竹市,
2016.0,嘉義市,127.0
2017.0,嘉義市,129.0
2018.0,嘉義市,130.0
2019.0,嘉義市,131.0
2020.0,嘉義市,133.0
2021.0,嘉義市,122.0
2022.0,嘉義市,122.0
2023.0,嘉義市,123.0
2024.0,嘉義市,125.0
,嘉義市,
2016.0,嘉義市,27.84
2017.0,嘉義市,25.34
2018.0,嘉義市,26.46
2019.0,嘉義市,26.77
2020.0,嘉義市,26.33
2021.0,嘉義市,29.02
2022.0,嘉義市,28.56
2023.0,嘉義市,27.17
2024.0,嘉義市,26.66
,嘉義市,
2016.0,嘉義市,70.23
2017.0,嘉義市,72.76
2018.0,嘉義市,72.0
2019.0,嘉義市,71.11
2020.0,嘉義市,71.46
2021.0,嘉義市,69.23
2022.0,嘉義市,69.67
2023.0,嘉義市,70.93
2024.0,嘉義市,71.51
,嘉義市,
2016.0,嘉義市,1.93
2017.0,嘉義市,1.9
2018.0,嘉義市,1.55
2019.0,嘉義市,2.11
2020.0,嘉義市,2.2
2021.0,嘉義市,1.75
2022.0,嘉義市,1.77
2023.0,嘉義市,1.9
2024.0,嘉義市,1.83
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
,嘉義市,
2016.0,金門縣,24.0
2017.0,金門縣,25.0
2018.0,金門縣,26.0
2019.0,金門縣,28.0
2020.0,金門縣,28.0
2021.0,金門縣,28.0
2022.0,金門縣,30.0
2023.0,金門縣,30.0
2024.0,金門縣,31.0
,金門縣,
2016.0,金門縣,24.71
2017.0,金門縣,25.22
2018.0,金門縣,23.12
2019.0,金門縣,24.08
2020.0,金門縣,26.9
2021.0,金門縣,23.87
2022.0,金門縣,24.55
2023.0,金門縣,24.43
2024.0,金門縣,25.42
,金門縣,
2016.0,金門縣,71.58
2017.0,金門縣,70.56
2018.0,金門縣,72.63
2019.0,金門縣,72.42
2020.0,金門縣,70.1
2021.0,金門縣,73.31
2022.0,金門縣,72.3
2023.0,金門縣,73.11
2024.0,金門縣,72.12
,金門縣,
2016.0,金門縣,3.72
2017.0,金門縣,4.22
2018.0,金門縣,4.25
2019.0,金門縣,3.51
2020.0,金門縣,2.99
2021.0,金門縣,2.82
2022.0,金門縣,3.15
2023.0,金門縣,2.46
2024.0,金門縣,2.46
,金門縣,
,金門縣,
,金門縣,
,金門縣,
,金門縣,
,金門縣,
,金門縣,
,金門縣,
,金門縣,
,金門縣,
,金門縣,
,金門縣,
,金門縣,
,金門縣,
,金門縣,
,金門縣,
,金門縣,
,金門縣,
,金門縣,
,金門縣,
,金門縣,
,金門縣,
,金門縣,
,金門縣,
,金門縣,
,金門縣,
,金門縣,
,金門縣,
,金門縣,
2016.0,連江縣,3.0
2017.0,連江縣,3.0
2018.0,連江縣,3.0
2019.0,連江縣,3.0
2020.0,連江縣,4.0
2021.0,連江縣,4.0
2022.0,連江縣,4.0
2023.0,連江縣,4.0
2024.0,連江縣,4.0
,連江縣,
2016.0,連江縣,18.17
2017.0,連江縣,19.78
2018.0,連江縣,20.0
2019.0,連江縣,19.37
2020.0,連江縣,20.7
2021.0,連江縣,18.12
2022.0,連江縣,19.98
2023.0,連江縣,19.75
2024.0,連江縣,20.68
,連江縣,
2016.0,連江縣,80.04
2017.0,連江縣,78.3
2018.0,連江縣,77.88
2019.0,連江縣,78.62
2020.0,連江縣,77.72
2021.0,連江縣,80.57
2022.0,連江縣,78.8
2023.0,連江縣,78.89
2024.0,連江縣,78.25
,連江縣,
2016.0,連江縣,1.79
2017.0,連江縣,1.92
2018.0,連江縣,2.12
2019.0,連江縣,2.01
2020.0,連江縣,1.58
2021.0,連江縣,1.31
2022.0,連江縣,1.22
2023.0,連江縣,1.37
2024.0,連江縣,1.07
,連江縣,
,連江縣,
,連江縣,
,連江縣,
,連江縣,
,連江縣,
,連江縣,
,連江縣,
,連江縣,
,連江縣,
,連江縣,
,連江縣,
,連江縣,
,連江縣,
,連江縣,
,連江縣,
,連江縣,
,連江縣,
,連江縣,
,連江縣,
,連江縣,
,連江縣,
,連江縣,
,連江縣,
,連江縣,
,連江縣,
,連江縣,
,連江縣,
,連江縣,
