年月別,工業及服務業,男性,女性,工業,礦業及土石採取業,製造業,電力及燃氣供應業,用水供應及污染整治業,營建工程業,服務業,批發及零售業,運輸及倉儲業,住宿及餐飲業,出版影音及資通訊業,金融及保險業,不動產業,專業科學及技術服務業,支援服務業,教育業,醫療保健及社會工作服務業,藝術_娛樂及休閒服務業,其他服務業
202305,54951,60086,49057,57437,107763,57768,183829,44865,46660,53217,48397,59994,36101,78697,86070,47441,60486,37634,30747,65335,40619,38823
202306,53743,58432,48350,55053,50759,56214,79680,58133,46064,52831,47051,58768,35984,73105,85268,51148,66317,38732,31076,64894,40357,38339
202307,58706,66385,49879,67629,50759,71474,77504,40021,46455,52527,46464,55605,36091,78606,87836,49042,62370,38241,31596,64753,39067,37264
202308,56048,62125,49066,59940,70731,61620,116620,44485,47004,53357,48131,74617,36399,70926,86011,46898,60049,38872,31551,63044,39457,36940
202309,54487,59509,48725,56443,49430,57876,76676,40678,47802,53135,48379,53506,37177,74656,84293,55617,63951,38770,32511,65532,39003,37984
202310,51472,55987,46301,52728,48264,54012,72329,44778,44360,50606,47342,51698,36876,69946,72834,48580,60509,38369,31806,62204,38976,36956
202311,52370,57491,46502,55268,48832,56740,94652,40392,44887,50375,47200,52054,36682,69692,73845,47581,58886,38353,30890,61478,39003,37059
202312,57372,62580,51408,58787,48753,60869,81524,42986,46179,56399,51039,74255,37649,75968,89349,54838,72392,38922,31874,64751,40002,42280
202401,82388,90182,73468,83571,101965,85430,138485,69795,69617,81574,69439,93408,42157,127557,181033,81964,92731,46415,47230,99228,48548,47169
202402,81644,89669,72461,84531,61579,87297,83393,55413,70930,79660,72342,71333,47953,104002,193241,89811,86752,44541,41316,84371,56262,47073
202403,53473,57566,48783,52477,50275,53511,77030,40715,45616,54158,49365,57018,36894,82607,90406,48644,62730,39524,31203,63740,40535,37414
202404,53769,57829,49118,53205,49188,54422,75909,41365,45480,54156,48378,56731,37345,74729,97858,53509,61870,39382,31278,64626,39944,37856
202405,57745,63246,51435,59468,110597,59996,178921,47890,48213,56563,50476,57329,37115,82030,112491,50440,62404,39576,31370,65535,40722,39194
202406,55468,60243,49988,56723,49720,57870,80583,57791,48308,54609,49441,61869,37360,76041,90777,53611,67280,39922,31409,63195,40914,38619
202407,62174,70247,52907,72916,70171,76856,131355,44521,48117,54838,50391,56730,36992,82286,91916,52312,66044,39307,31582,63131,40522,39162
202408,59061,65458,51725,64369,51704,67378,73587,46299,47872,55438,49934,76891,37400,73170,97024,50258,61231,39714,33002,62367,41648,37524
202409,56407,61454,50629,59074,62121,60754,76659,43163,49334,54590,50290,54822,37234,77167,86415,56247,65758,39723,34170,66677,40878,39188
202410,53292,57725,48221,54715,52528,56225,71519,42120,45764,52324,49267,53474,37156,74027,77834,48273,61187,39261,31956,64013,40544,37180
202411,55502,60795,49459,60627,52182,62980,89654,42052,46465,52015,49430,54266,36540,72267,77621,47801,59945,39104,31982,62846,40368,37534
202412,61203,66678,54951,62348,53399,64609,84122,45187,49120,60423,57104,88140,38867,79756,92248,52182,74030,41413,33060,67262,41763,44493
202501,110713,120631,99392,114109,118030,116959,149108,83888,97464,108405,91448,113854,52675,143158,301631,119544,121862,50759,59571,120583,64567,57960
202502,58053,64315,50900,61932,52492,64480,74069,47429,47605,55412,52076,56088,37350,96936,84396,45982,63115,39992,32353,63795,42149,37782
202503,55085,59306,50262,54251,52395,55313,77658,43041,47354,55653,50923,59790,37260,85789,93248,47343,64476,40382,32292,64866,42454,38522
202504,55486,59609,50776,55242,52304,56581,73537,44064,47101,55652,51671,57270,37763,73698,100688,49394,63272,40062,32395,64342,42133,38199
202505,61902,67899,55050,66107,115737,67293,185081,48631,51431,59037,53240,61053,38289,81299,117897,53531,65763,40697,33049,67848,42247,40178
