年月別,工業及服務業,男性,女性,工業,礦業及土石採取業,製造業,電力及燃氣供應業,用水供應及污染整治業,營建工程業,服務業,批發及零售業,運輸及倉儲業,住宿及餐飲業,出版影音及資通訊業,金融及保險業,不動產業,專業科學及技術服務業,支援服務業,教育業,醫療保健及社會工作服務業,藝術_娛樂及休閒服務業,其他服務業
200609,39934,43771,35304,39383,41418,39051,72054,54723,38378,40417,35700,42358,23773,51666,63091,34222,48546,31974,-,52467,29500,27850
200610,39581,43516,34827,38966,42733,38829,70217,39905,37671,40120,36205,43026,23805,52736,57201,36723,47026,31870,-,52831,29364,28301
200611,38815,42820,33989,38587,58391,37540,124458,43773,38713,39014,35145,42703,23345,51176,55664,33832,44912,31432,-,51077,30142,27981
200612,42479,47238,36737,41617,78516,41028,120660,39090,39714,43230,38504,45592,23360,58421,67778,34992,53399,32264,-,53948,30399,33183
200701,48933,53760,43118,48447,71245,48429,125571,42789,43533,49356,40641,59249,24837,67487,88972,40098,62909,34679,-,62384,32324,30470
200702,74818,83401,64507,73066,60797,75988,125556,78772,51842,76334,66572,62409,37689,138854,150228,67828,81504,41652,-,89831,47061,42350
200703,39627,43591,34862,38732,42471,38367,71367,38660,38722,40402,36387,46082,24636,53438,57597,34978,45358,32681,-,52078,29785,28509
200704,39466,43170,35022,38410,42579,38095,73797,37773,37947,40380,35750,43937,23580,51399,63485,33929,45748,32129,-,52500,29689,27945
200705,40518,44480,35762,39333,42250,38467,107789,43391,39736,41542,35800,43738,23793,51282,73067,34541,47823,32208,-,52573,29783,27990
200706,40852,44821,36085,40055,43567,39884,76078,38892,38726,41541,37144,43155,23932,53307,66145,34332,49490,32608,-,52169,29622,28432
200707,41544,46094,36091,40176,59349,40053,71793,41888,38533,42721,36162,66048,24776,52775,66401,33038,49863,31668,-,51888,29198,27769
200708,41493,45339,36894,40792,48853,40401,108305,47922,38235,42095,35933,44388,24381,59715,73813,33514,47687,31832,-,53155,29562,28156
200709,42695,46670,37948,40710,44181,40689,71092,47002,38451,44407,37790,43984,24455,75540,78818,35930,50036,32305,-,53304,30197,28129
200710,39756,43594,35163,39137,42370,38993,69884,41069,37882,40291,35994,43399,24150,52422,60221,36046,47031,31802,-,52576,31034,28720
200711,39618,43543,34915,38877,41835,38685,70956,38080,37989,40258,36142,43663,24568,51990,60682,34718,47047,31692,-,51605,29104,27592
200712,43982,48696,38335,42888,71107,41211,210375,37544,42245,44926,39262,48992,25121,56647,71505,36520,63850,32749,-,55991,30429,33021
200801,65801,73101,57054,66005,75724,67603,144705,66452,51218,65627,54773,66100,30697,101744,130717,52044,78221,36907,-,87612,43176,33137
200802,59666,65942,52176,56990,55051,58345,110750,52778,45543,61952,55143,55265,36262,93815,118585,58172,67546,38756,-,68221,37509,35615
200803,40314,44398,35440,38972,43201,38687,72060,37535,38586,41462,36557,52422,24929,55415,60276,36589,48016,32552,-,52384,30238,28055
200804,40236,44088,35640,39185,43503,38987,73120,38704,38160,41136,36717,43781,24686,52487,64584,37487,48033,32269,-,51830,30254,28084
200805,40604,44840,35549,40389,44403,39881,99854,37952,39700,40787,36652,44860,24759,53164,59072,36876,48753,31859,-,54027,30694,28487
200806,41231,45403,36236,40218,43822,39988,74883,37335,39495,42092,37907,44533,24944,56570,65138,37327,49620,31943,-,53722,30111,27808
200807,42742,47524,37015,41195,45264,41216,70482,47652,38767,44054,37359,69230,25181,61030,63140,38264,53954,31732,-,56261,30090,28064
200808,41468,45866,36199,41077,68402,40643,96751,45308,39502,41799,36448,44521,25347,71685,61511,37548,47825,31762,-,54768,30859,28246
200809,41376,45566,36360,40873,42396,40758,71826,46075,39224,41802,37668,43282,25753,56389,61778,38643,52268,32152,-,53495,29670,28995
200810,39597,43607,34800,38724,44892,38250,68841,39100,39477,40333,36622,43486,25424,52383,56435,35730,47341,31443,-,55063,30726,28284
200811,38195,41978,33664,36659,61256,35940,72024,37762,38190,39485,35962,42327,25016,52212,54073,35631,45876,30655,-,54313,30343,28061
200812,41914,46570,36298,40199,47522,39038,117697,47856,41237,43345,37612,45062,27726,59466,61928,40231,63298,33575,-,56705,29797,28753
200901,68192,74692,60411,64503,87923,64927,143726,80876,55421,71171,62816,74457,42163,102543,137716,57835,71801,38443,26857,97163,41861,44336
200902,41208,45717,35811,36917,42768,35141,143444,37520,39855,44658,42441,45920,26615,76189,64000,34755,50440,31421,21538,54542,29260,28578
200903,38647,42282,34290,35670,42482,34621,73057,37581,38992,41032,38359,41970,25189,52172,62055,35344,47785,30766,21779,54096,29564,28181
200904,38989,42369,34935,36606,42354,35794,69591,37723,38895,40896,36807,43154,25162,53587,63525,36379,46761,30850,21995,56817,29428,28248
200905,39817,43768,35093,38009,45943,37026,89861,38421,39972,41265,38429,43342,25647,56394,59820,37578,47059,31244,21703,54383,30263,29511
200906,38307,41926,33966,36898,42958,36121,70252,37695,38947,39433,36191,42255,25219,51344,57506,37142,45454,30230,21631,52976,29612,28140
200907,39759,43848,34863,38705,44773,38273,72484,37469,38899,40601,36482,41828,25363,62140,60139,38390,48258,30026,21992,54588,29703,28230
200908,39639,43610,34874,37581,64114,36865,69569,48885,38512,41281,37742,42848,25794,72757,57623,36552,47100,30039,21623,53547,30577,28314
200909,40683,44642,35945,38966,43635,38484,70914,41187,39360,42052,37899,58681,25378,52914,61018,38147,46991,30820,21868,55239,30744,28261
200910,39973,43685,35532,38810,42392,37837,98858,38092,40289,40899,37580,42204,25344,54568,63720,37899,46613,30562,21642,53559,31053,28453
200911,39197,43043,34586,37872,42561,37209,68772,38550,39464,40250,36804,52103,25008,51797,56822,37384,46427,29983,21753,52567,29815,27980
200912,42973,47662,37365,43133,49342,41557,184921,54328,41858,42845,39095,45921,28342,56920,67296,41068,49048,30995,21922,55253,32818,28540
201001,54043,59190,47883,54661,88458,55301,132438,59498,45256,53550,48313,54078,32600,64866,99960,57051,62597,33230,22048,68914,35972,32567
201002,67526,74470,59222,63119,64191,63979,116995,69207,54221,71038,65937,63795,36993,119162,143057,61196,72279,38091,27533,80983,45033,46749
201003,40904,44588,36492,38872,42406,38379,71781,42141,39281,42540,41199,45254,25441,54552,62809,36583,47379,31800,22969,53611,30847,27962
201004,40428,44020,36116,38835,42682,38432,72285,37598,38943,41712,38232,43260,25488,55408,67060,37743,47400,31488,22122,54405,31459,28137
201005,41311,45432,36364,39471,42671,38747,97755,37705,39842,42799,38839,42928,25357,80152,64856,37280,47121,31240,22037,54291,31175,28791
201006,41788,45645,37141,41069,43797,40885,74474,38581,40050,42371,37781,43535,25825,56728,70675,42488,52402,31423,22110,54570,31195,28447
201007,41749,46402,36157,42247,43251,41018,173716,38650,40942,41344,38001,43384,26181,64397,59043,38541,49470,31004,22004,53682,31255,29563
201008,40603,44537,35888,40195,70197,39966,72147,41431,39072,40935,38201,43438,26442,52821,59722,36656,47935,30944,21569,54738,30427,29792
201009,43307,47239,38609,41313,43545,41154,72568,40553,40222,44926,39806,69743,26247,58135,70170,39253,48602,30762,21836,56804,31779,30118
201010,40269,44023,35789,39675,42491,39341,70100,43609,39362,40751,37616,43390,26122,53522,60721,38157,47881,30855,21591,53731,31015,29349
201011,39858,43651,35335,39249,63731,38577,84799,44611,39624,40353,37093,42801,25838,53485,60502,39463,46022,30921,21599,53543,30910,28937
201012,44657,49207,39219,43729,42756,43011,119369,48224,42761,45409,40628,52429,31104,59371,72107,42278,57474,33176,22178,55852,31280,29474
201101,83409,91429,73806,78402,101777,79609,143294,83270,66815,87460,78453,82927,46100,134496,195495,96716,91532,40721,26660,99532,46982,51292
201102,46184,51079,40325,47382,67020,48142,78012,40923,41197,45213,42111,49989,32125,58097,64294,42647,53630,32808,22913,58533,35961,32574
201103,41098,44802,36663,39346,43092,38972,71669,37665,39516,42525,39862,43172,26573,54224,67770,41554,47157,31779,21661,54303,31953,29373
201104,40996,44711,36556,39323,43835,39018,73968,37693,38929,42358,38248,42923,26439,62370,68656,38554,48494,31924,21575,54759,30674,29694
201105,42359,46778,37095,41549,63709,40769,127261,38171,40585,43018,38698,46318,26429,78076,62773,37569,47488,31931,21520,56707,30622,30282
201106,41994,46020,37203,40655,44110,40392,73300,37694,40245,43082,38834,43945,26570,57802,69561,38496,55318,31793,21415,56206,31779,31291
201107,42880,47728,37110,42548,43818,42666,74339,43672,39743,43150,38388,58022,27654,67413,63088,36557,49033,31686,21779,53973,31401,30103
201108,42698,47211,37334,43381,63879,42649,148989,37794,41036,42145,38588,44799,28180,54277,63913,36323,50929,31979,21993,56051,31895,30006
201109,43572,47406,39027,42224,47271,41945,72499,55972,41043,44659,39283,55721,27619,60149,71277,37594,50653,32257,22627,62141,32315,31512
201110,40891,44830,36214,40030,43214,39453,90684,38586,40173,41584,38551,43163,27523,53672,63424,37242,47521,31800,21915,54752,31851,30422
201111,40123,43898,35634,39184,43123,38603,71885,48640,39852,40877,37755,43719,27274,54148,59379,36474,47700,32172,21903,54205,31392,29941
201112,45951,50507,40531,44430,43856,43719,118529,49091,43504,47168,42453,49296,34432,62986,74443,47904,60346,33546,23078,58017,32401,33930
201201,84295,93153,73798,83548,106520,85666,186726,81151,64443,84892,74580,82317,48151,137946,187661,65315,96110,42682,30254,98939,54735,47468
201202,42434,46676,37386,41791,43749,41141,73258,39112,43697,42948,39282,46586,30281,55044,66913,38908,50438,32197,21786,54539,32843,30130
201203,41565,45224,37201,39921,43794,39427,76031,37202,40593,42878,38284,44103,28141,54402,72691,36895,52292,32774,22007,55691,32198,30376
201204,41687,45330,37352,39856,43725,39540,72227,37414,39728,43152,37810,43334,27731,62838,75729,37309,49265,32536,22432,56225,32653,31348
201205,42125,46143,37340,40656,43358,39974,109065,37349,40410,43297,38661,45866,27566,76164,65188,38463,48508,32418,21988,56144,32558,34066
201206,43103,47080,38369,42624,44753,42763,75806,39163,39854,43486,38327,45224,27774,58704,71732,38489,55572,32691,22060,58384,32790,31022
201207,42609,46776,37643,41425,44143,41452,73740,40735,39206,43555,37856,58239,28368,69674,64597,39954,49729,32453,22044,56044,33052,30710
201208,41971,45872,37322,41738,74011,41668,75863,46861,39364,42157,38124,44566,27733,54764,66494,39819,49963,31738,22104,56813,33911,29962
201209,44205,48090,39590,45861,50971,45982,110753,44707,41021,42886,38269,44656,27850,59804,65624,41329,50511,32510,22446,60838,34794,30803
201210,41118,45112,36371,40629,44985,40462,72236,37790,39715,41507,37061,52578,27487,54385,60147,39270,48164,31795,22204,56497,33677,29979
201211,40198,43842,35862,39761,44659,39459,70979,37511,39587,40544,36713,44160,27240,54759,58934,37719,47724,31670,22109,55765,33337,30059
201212,47896,52358,42589,46959,47425,46577,117397,45777,44690,48637,43605,52436,31684,67142,79503,45381,60495,33248,21750,63484,38838,35782
201301,60608,66058,54101,60898,100567,61379,138765,56920,52963,60379,53872,66242,33901,80096,111457,54544,70558,36676,23986,85891,42886,35160
201302,62820,69285,55114,60386,56621,61672,76180,65553,51584,64740,58954,57345,40327,105254,139580,63203,65387,37851,25480,63976,47489,42509
201303,41736,45383,37383,40756,45267,40458,72066,37292,40620,42508,38542,47414,28445,55326,65349,36968,49114,32485,21548,57634,35285,29978
201304,42066,45798,37615,40911,45580,40694,74855,37574,40126,42977,37544,44297,27836,64948,73306,37922,48601,32350,22131,57285,34790,30089
201305,42568,46535,37836,41447,44943,41270,73192,37534,40622,43451,37902,45777,28087,66766,73728,38238,48987,32639,22345,57309,35298,30879
201306,43025,46840,38469,42684,48620,42679,74833,37851,40877,43294,38411,44797,29704,59726,66857,38621,51085,33128,22457,61986,34691,31238
201307,43405,47721,38250,42660,45143,42707,73761,38315,40615,43992,39676,55103,28301,67479,63532,39731,50386,32373,23187,57645,33781,31012
201308,42711,46679,37985,43464,44455,43829,74174,38867,39627,42119,37726,45163,28994,56418,63819,39573,50929,32290,22630,57617,33024,31167
201309,43551,47553,38797,43893,45390,43958,74161,44731,41501,43282,38108,46142,29192,60559,69741,40368,49639,32653,22590,59683,34026,33131
201310,42395,46470,37550,42433,64251,42544,73152,44251,39532,42365,37410,54750,28467,55496,63786,38027,48789,32044,22956,57267,34506,31014
201311,41765,45840,36922,42300,71295,41233,148981,50965,40909,41344,37251,43972,28368,55836,61050,38874,47671,32171,22821,58189,33806,31211
201312,46683,50993,41554,45958,45787,46023,113709,40566,41629,47254,41823,48386,30184,61109,81775,41080,63023,32409,22937,62102,34074,39603
201401,88828,96259,79987,83847,116980,85726,150657,82155,68493,92727,86367,80039,48424,141417,207683,95381,99801,44536,31141,105328,53938,56404
201402,42177,46015,37620,41989,45485,42338,72426,38116,38196,42324,37268,45014,31800,55978,66070,39091,47891,32790,23001,59040,34765,30150
201403,43025,46707,38636,41237,46002,41053,74653,41023,40153,44426,40813,46065,29851,56243,74091,38221,48545,32989,23072,59430,34806,31596
201404,42705,46294,38434,41497,45758,41480,73037,38395,39756,43652,37992,45985,29504,64641,73888,39235,50082,32870,22953,58516,33844,30526
201405,44971,48921,40270,44665,46659,44934,75110,44407,41132,45210,38743,45336,29789,70563,81411,38955,50586,33326,23048,60864,34321,34245
201406,42931,46607,38567,42377,45046,42336,72641,38496,40868,43365,38923,43818,29576,55097,70923,39897,49941,33508,23330,60392,33165,32187
201407,46382,51124,40754,47631,47766,48518,75568,37639,41177,45402,40564,57074,28822,67165,73178,39099,49843,33296,23452,58633,34018,31169
201408,44983,49514,39623,47261,46529,46956,155691,39348,42546,43202,38233,47439,29165,56761,67734,40501,52021,33469,23692,60230,34386,31464
201409,44721,48740,39982,44815,46789,44251,120414,60163,42267,44647,38827,53283,29555,59121,74285,44002,50972,33404,23997,60424,34487,31966
201410,42865,46677,38369,42948,71111,42964,71292,37771,41124,42799,38579,43892,29121,55753,67884,39283,49306,33155,23474,59660,34246,31892
201411,43080,46949,38520,43568,45764,43864,71567,38199,40338,42700,38738,43881,29324,56096,65757,41476,48651,32943,23262,59690,33850,31874
201412,46704,51123,41480,45730,45962,45471,116439,43636,42912,47463,42652,50253,30277,61565,74137,44185,64779,34095,26229,63063,34188,41618
201501,52391,56737,47261,51921,99258,52477,125079,44803,43879,52756,46648,54855,35080,67574,97813,47009,62185,35176,25185,71969,35983,35937
201502,87083,95084,77641,85400,77556,88649,91469,71580,66460,88387,84605,73295,49647,130784,192283,77565,86943,44496,29930,109327,53567,51303
201503,43327,47024,38964,42479,45492,42479,73110,39875,40616,43986,39005,49019,29894,57800,68499,43514,51136,33299,23631,62209,34328,32328
201504,44009,47804,39523,42859,45403,43062,72823,43609,39598,44901,38768,45014,29763,63177,83513,40075,50032,33506,23166,60448,34620,32018
201505,44249,48209,39570,43774,45000,44180,75676,37555,39638,44618,38535,45671,29757,66562,76117,41730,50693,33451,23418,62602,34155,33247
201506,44994,48736,40565,44582,46347,44887,75420,38231,41133,45313,39736,45540,29513,60464,78067,43733,51789,35001,23674,64526,34279,31969
201507,47574,53163,40956,50928,45498,52465,75888,38160,40958,44981,39515,56651,29955,67328,66616,38954,51563,33799,23446,63315,34463,30900
201508,45290,49771,39983,47374,97669,46411,194678,62850,41878,43683,39219,47120,29951,56294,67019,38079,52625,33789,23350,62668,34489,30868
201509,45149,48938,40661,45203,46954,45632,71263,38527,41331,45108,39087,53985,29664,60318,73063,40209,52591,34156,24081,64739,34930,31264
201510,43578,47104,39387,43309,45594,42891,118884,37654,41140,43784,39263,44499,29923,56469,71431,38265,49811,34067,23555,62623,34708,30559
201511,43251,46827,38997,43225,45724,43411,70911,37562,40644,43271,39107,44616,29494,55850,67303,39454,49735,33735,23426,62310,34172,31193
201512,46981,51050,42136,46345,45518,46193,112799,42347,43144,47468,41682,56504,31638,61728,75495,41201,60211,34312,24808,65818,34969,36680
201601,75684,82933,67054,76111,101174,78970,130941,55817,56550,75359,65422,77525,41190,122225,148214,64243,86171,42077,30376,112312,51235,45526
201602,59579,64560,53667,58528,55257,59825,80663,53861,49605,60381,54198,55265,39377,73483,133537,49494,66526,36526,26679,76945,39955,36799
201603,44053,47343,40135,42878,46971,43014,72372,37206,40452,44949,40621,47549,29847,57278,74997,39477,50310,34251,23553,63179,34894,31047
201604,44221,47561,40251,42875,45947,42949,73766,43107,40352,45247,39543,46069,30012,64222,79882,37063,51740,34015,23690,63419,35073,31025
201605,46611,50737,41699,46443,93119,45590,192403,38757,41970,46740,39772,46190,30033,73096,87594,39885,52536,34256,23838,64475,35142,33169
201606,45360,49071,40942,45817,47640,45540,120387,51818,42028,45011,39359,47436,29593,60270,74981,42648,51240,34441,23897,66289,34689,33368
201607,47686,52593,41842,49280,45678,50633,74612,37705,40253,46473,40682,64607,29742,70400,70200,39556,51156,34102,23800,64352,34785,31338
201608,46253,50411,41310,47459,45337,48442,69564,42605,40392,45337,40940,48668,29516,58217,76161,40612,51259,33846,24058,64050,35190,30780
201609,45621,49321,41230,46061,45644,46587,71363,38252,41705,45286,39729,46583,30399,61529,75035,41198,52125,34418,24270,66894,35096,31801
201610,43808,47475,39457,43848,45611,44355,67643,38397,39529,43779,40255,45250,30481,57516,62408,39405,51024,34361,24423,64433,35284,31488
201611,44598,48481,39991,45144,46302,45796,70456,43352,39613,44184,40811,45619,30464,58749,64656,39357,49859,34270,24156,64258,35252,31817
201612,47823,52085,42757,47656,46227,48050,111035,38198,41639,47949,42095,56566,32139,61727,77656,42018,56686,35771,25725,68382,35747,35496
201701,93243,101721,83174,92858,98560,96988,139850,73219,65957,93532,84016,84414,53116,137916,221561,72248,102400,44422,32853,121532,54840,52177
201702,46421,50051,42108,45552,53580,46394,70036,38455,39205,47077,43089,48840,30734,65068,71124,43130,54248,34765,23614,70658,36649,32307
201703,44900,48418,40714,44019,46378,44500,72342,37914,39580,45567,40958,48269,31029,60266,73251,40039,50376,34857,24199,66385,35128,32239
201704,45111,48455,41122,43920,45107,44422,71736,38413,39353,46011,40995,46337,31260,67294,76021,39488,50761,35006,24341,65210,35828,32601
201705,49416,54148,43779,51095,89275,51119,191458,43152,41548,48148,41718,48218,31535,71421,88154,43664,51898,35300,24257,67780,36347,34681
201706,45491,49009,41303,44807,54357,44445,119222,59159,40778,46007,41980,48206,30346,58794,75857,41469,50762,35215,24338,65393,35200,32548
201707,48834,54298,42332,53324,45980,55468,75944,38237,39708,45443,40364,47001,30372,69456,70669,40970,53390,34592,24674,65004,35823,31670
201708,47233,51595,42037,47947,45355,48789,72495,42412,41514,46694,41472,66526,30582,59326,71435,40716,51171,34927,24564,65363,35934,31792
201709,46726,50330,42442,46651,46423,47378,72262,41587,40800,46782,42170,47459,31075,62512,80228,41999,52774,34413,24906,65791,36038,32045
201710,45407,49085,41043,45699,45143,46463,70998,39265,39753,45188,42198,46165,31612,59679,65138,43199,51790,34636,24961,63866,36389,32128
201711,45991,50051,41174,47072,45473,47657,104398,38508,40187,45179,42501,46986,31116,59466,66398,39858,50716,34557,24776,63347,36122,31465
201712,49261,53162,44631,48221,45546,49055,76494,40234,41766,50041,45597,60086,32223,63742,77371,51673,62737,35531,26010,68034,36426,32364
201801,59158,64072,53319,59165,95862,59851,127304,56319,50192,59152,57298,59491,35659,76545,100860,51602,64525,37419,26768,84016,40542,37641
201802,86611,96029,75446,88560,60945,93178,88405,60928,62388,85151,73733,77372,46093,121659,217010,73228,87978,45459,32429,107140,52541,52986
201803,46504,50103,42217,45791,45254,46413,71749,38179,40756,47038,42879,50160,32339,61320,77091,42027,52335,35252,24649,64727,37197,32314
201804,46396,49930,42187,45424,46149,46102,74146,38034,39799,47126,42896,48896,31969,65807,76505,42493,53262,35022,24642,64435,38020,32155
201805,48161,52269,43265,48202,46242,49352,69211,43205,40028,48130,41969,48806,32316,68223,87611,42062,53166,35170,25006,66903,37432,34632
201806,48496,52764,43414,49698,102159,49029,195500,60634,42334,47593,42686,51141,32434,63806,75822,44348,53742,35663,25693,68776,37483,33305
201807,51977,58018,44787,57977,51102,60278,117176,38344,41108,47478,42815,48570,31828,70324,73767,45602,55389,35239,25664,66813,36925,32778
201808,49829,54331,44479,51248,46861,52449,86444,45217,41811,48768,43270,67583,32019,61554,78882,44166,53341,35559,25466,66803,36913,32364
201809,48113,51785,43758,48872,47371,49827,73983,42675,41647,47547,42851,48501,31796,63951,74735,45708,56960,35572,25851,68847,37305,33082
201810,46420,50084,42082,46563,46518,47296,71980,39656,40750,46314,43822,47398,31985,60570,65134,46368,52477,35311,25806,65572,37085,32299
201811,47453,51479,42690,48776,47321,49514,100431,38536,41375,46465,43816,47921,31904,60655,65790,45273,52178,35583,25280,66771,36912,32361
201812,50830,54872,46052,50575,47082,51843,77256,39872,41674,51020,47641,62045,32429,64795,77552,48132,60755,36295,25282,68781,37771,35563
201901,93095,102135,82667,92943,103885,95891,152087,81186,71436,93203,82948,84411,45290,140983,239019,87377,114137,44708,46634,106319,55207,47750
201902,54034,59615,47591,57411,53645,59352,74283,40639,45538,51615,47751,51954,35726,68858,82650,53790,58868,37115,30704,68016,40412,39054
201903,46193,49742,42097,45144,47096,45654,73108,37364,40640,46944,43540,50660,32642,61595,73618,42289,54798,35954,28126,60079,37258,33021
201904,47901,51292,43979,45751,47308,46275,75118,41775,40744,49439,44461,49073,32644,67499,95504,44153,56920,35952,28280,60033,37560,33246
201905,50179,54967,44637,51154,101223,51088,192369,38688,42035,49482,44028,50088,32418,66146,97694,43707,55307,36072,28440,61374,38419,34253
201906,48561,52459,44040,48903,48284,49636,75554,64668,41332,48317,44422,51646,32937,63728,76329,45478,59286,36458,28499,61909,38122,34213
201907,53209,59515,45886,60206,64595,62702,117227,39075,42491,48228,44281,49637,32481,71319,74966,48472,57911,36194,29343,60800,37738,33405
201908,50900,55714,45323,52349,46742,54099,74655,43364,40803,49871,44242,69007,32634,63362,84733,49959,56846,36283,28960,61399,37961,33254
201909,49256,53340,44541,51005,46704,52315,73809,38546,42341,48018,43949,49455,32923,65305,74186,46753,57356,36066,29230,64021,37662,33884
201910,47216,51020,42825,47636,47207,48503,71764,40465,41161,46919,44275,49987,32955,63074,67062,46027,54304,36092,28824,60454,38218,33134
201911,48312,52571,43397,49910,46727,50861,99931,39442,41392,47184,44758,48895,32818,63099,67509,46301,55032,35747,28770,61521,38273,33534
201912,54011,58783,48503,52809,46385,53420,77490,40470,48308,54859,54459,59349,34007,69489,84265,50386,68899,37400,30751,65039,38754,41258
202001,98225,108030,86890,100070,117525,103937,148972,76325,74643,96924,81323,87867,47620,144755,262666,109431,114885,44116,50574,113631,64536,50646
202002,49651,53900,44734,51743,46584,53047,71917,38759,43392,48168,43807,49087,33719,65776,75890,44528,57838,38099,28580,61359,37834,33705
202003,47759,51516,43409,47368,47130,47883,74888,38514,42939,48038,43886,50501,32428,65526,76181,49021,57464,36189,28941,59882,38086,34094
202004,47962,51486,43869,46996,47025,47673,73060,41730,41415,48652,43225,48371,32184,68289,89925,44558,56268,36064,28675,59169,37446,33217
202005,49471,53463,44831,49163,46725,50377,71112,38426,41052,49690,43607,48528,32384,70130,93850,54534,56106,36058,28581,60611,37954,35049
202006,50559,54892,45526,50562,47070,51521,77745,44506,43311,50557,47306,51107,32845,67356,83461,49539,60004,36782,29059,61610,38644,37264
202007,55269,62300,47084,60012,111767,60585,222902,55336,44762,51918,49934,67933,33151,71326,76062,50833,60029,36073,29465,60237,38371,34263
202008,51062,55910,45427,52292,50925,53781,71668,44692,42544,50197,48080,51225,33928,65402,81678,49873,56827,36276,29068,60315,38607,33601
202009,50522,54629,45756,51840,45904,52986,74227,39361,44329,49595,45136,49379,33238,68170,79952,55046,57301,36788,31330,63213,38784,34329
202010,48057,51885,43625,49001,47379,50039,71185,38242,42018,47394,43443,48091,33803,64778,68582,48957,56938,36488,29704,60564,39161,35425
202011,49145,53681,43899,51414,46703,52464,99997,39366,42557,47553,45052,48207,33584,64718,67479,45168,55778,36404,29261,60033,38680,34345
202012,53555,58264,48112,52937,46417,54110,78362,43949,44784,53989,54077,57229,34047,68875,79515,46898,66367,37631,30080,63760,39854,42582
202101,71893,79475,63143,73749,98169,75600,136353,56691,59190,70590,59790,65383,34685,122161,166982,79484,86509,39845,39102,78590,41504,41323
202102,79298,88157,69101,82177,60169,84431,81989,56326,70731,77277,65718,75669,43335,92846,201380,108017,80625,41952,42481,90107,49472,41671
202103,49133,53048,44630,49138,47295,49870,73584,38770,43805,49129,45530,51434,35056,67206,76232,46544,57213,36526,29259,60759,39668,34938
202104,50280,54301,45663,49590,46155,50491,75336,41582,42978,50764,46551,50251,35318,70535,87597,49385,59366,37243,29269,60653,39569,34009
202105,52103,57196,46242,53363,98377,53672,175827,39226,43223,51210,46960,49646,32115,71044,97831,48059,57377,36789,28520,60694,34509,34411
202106,51503,56067,46222,53406,66091,54392,77804,56729,45162,50130,47140,51909,30400,68276,81836,46970,60577,37980,29270,58560,32937,34217
202107,55920,63097,47615,64596,51498,67593,114118,39355,44591,49672,43169,68528,31290,72129,82183,47819,59069,37110,27898,57520,32945,31285
202108,53228,58924,46673,58778,45485,61352,76572,42730,43060,49257,43687,51600,33659,67169,88327,50073,57464,36062,29258,58523,35303,32466
202109,52498,57351,46939,56466,45604,58351,74267,38931,45104,49677,44027,50568,35276,68647,79192,57036,58581,36498,31025,62866,37053,36352
202110,50918,55476,45713,54239,46220,56128,70608,40933,42691,48573,45126,49618,35538,65846,70565,49566,56523,36163,31141,60640,38566,37346
202111,50939,55589,45630,54148,46435,55695,95488,40257,42900,48681,45322,49628,35218,65751,72864,47958,55678,36126,30127,61377,38467,35798
202112,55779,60595,50283,57273,46288,59068,76463,43110,46192,54729,48785,72866,35979,71105,86324,54400,73186,37350,30651,64402,39304,42389
202201,105379,116412,92779,108401,114675,111249,146207,73080,91063,103260,85615,102395,42835,153626,303852,138376,109461,45295,52995,111322,48934,51638
202202,49699,54499,44232,52891,46063,54867,70065,38288,40764,47459,43620,48836,36396,65169,68480,45116,56612,36310,29248,58399,39369,35203
202203,51181,55306,46490,51215,46968,52509,73573,39097,42719,51157,46551,54632,35914,73230,81909,51678,58877,37472,30215,61889,39615,36988
202204,51428,55596,46700,52344,46949,53849,75588,38972,42666,50785,44058,52620,35872,71176,91048,50439,59649,37507,30248,61828,39116,35922
202205,55304,60898,48940,58155,102528,58817,182202,43676,45798,53290,44692,60165,34690,77193,107518,49451,60919,37271,30015,64049,37528,36365
202206,52951,57698,47536,54643,47263,55866,75342,54740,45738,51751,46762,56644,35243,70368,85320,53245,62203,37659,30040,61796,38418,37334
202207,58546,66686,49231,69883,60218,73933,90861,43317,45947,50496,45621,51711,35615,75632,76718,48159,62882,37290,30133,61684,38770,35913
202208,56983,63654,49339,63087,69165,65569,115451,44011,45687,52661,46614,73032,35569,70228,85913,49226,62187,37214,30613,62704,40749,35735
202209,53101,57801,47721,56215,50370,57780,75399,40328,46613,50901,46293,50839,35030,71842,79244,51064,60747,37133,31864,64446,39307,37396
202210,51350,55865,46184,53491,48826,55022,71976,39499,44018,49839,46135,50465,35381,70158,71576,47295,60031,36897,31005,63749,39101,36039
202211,52505,57248,47076,57108,48505,58902,95883,43777,44491,49264,46079,50785,34850,68826,70108,44842,57979,36839,30989,62678,39344,35928
202212,58063,62382,53124,59491,48916,61515,79502,44094,47132,57059,50723,90725,35726,76731,84996,52914,73985,38309,31969,67034,39871,42125
202301,105327,111750,97984,107989,118979,110733,151252,75989,90729,103463,89719,100981,50040,152872,262691,120647,114230,48229,56681,118720,62541,57898
202302,52685,57530,47143,55811,48869,57644,72845,42733,44646,50494,46380,52079,36135,70159,74962,46792,60621,37728,31066,63915,39517,36745
202303,51936,55789,47535,51473,49178,52409,77684,40482,44864,52261,46325,56407,36224,77739,84711,46712,62144,38600,30777,64649,40511,38194
202304,51962,55671,47720,51248,48951,52257,73668,40878,44417,52461,47533,53503,36613,73053,90809,48966,60435,37943,30828,63277,40263,36795
