職業類別,產業,1年以下,1~3年,3~5年,5~7年,7年以上,主職業類別,細職業名稱
宗教／神職人員,旅遊╱休閒╱運動,26000,28600,31200,33800,36400,生活服務_農林漁牧,宗教／神職人員
宗教／神職人員,教育╱出版╱藝文相關,29000,31900,34800,37700,40600,生活服務_農林漁牧,宗教／神職人員
宗教／神職人員,批發╱零售,32000,35200,38400,41600,44800,生活服務_農林漁牧,宗教／神職人員
家事服務／洗衣,電子科技╱資訊╱軟體╱半導體,48000,52800,57600,62400,67200,生活服務_農林漁牧,家事服務／洗衣
家事服務／洗衣,一般傳統製造,28000,30800,33600,36400,39200,生活服務_農林漁牧,家事服務／洗衣
家事服務／洗衣,政治╱宗教╱社福,33000,36300,39600,42900,46200,生活服務_農林漁牧,家事服務／洗衣
家事服務／洗衣,金融投顧╱保險相關,50000,55000,60000,65000,70000,生活服務_農林漁牧,家事服務／洗衣
家事服務／洗衣,法律╱會計╱顧問╱研發╱設計,37000,40700,44400,48100,51800,生活服務_農林漁牧,家事服務／洗衣
家事服務／洗衣,運輸物流╱倉儲╱貿易,37500,41300,45000,48800,52500,生活服務_農林漁牧,家事服務／洗衣
家事服務／洗衣,建築營造╱不動產相關,57600,63400,69200,74900,80700,生活服務_農林漁牧,家事服務／洗衣
家事服務／洗衣,醫療照護╱環境衛生,30000,33000,36000,39000,42000,生活服務_農林漁牧,家事服務／洗衣
家事服務／洗衣,一般服務業,30000,33000,36000,39000,42000,生活服務_農林漁牧,家事服務／洗衣
家事服務／洗衣,旅遊╱休閒╱運動,30000,33000,36000,39000,42000,生活服務_農林漁牧,家事服務／洗衣
家事服務／洗衣,餐飲╱住宿服務,30000,33000,36000,39000,42000,生活服務_農林漁牧,家事服務／洗衣
家事服務／洗衣,大眾傳播相關,45000,49500,54000,58500,63000,生活服務_農林漁牧,家事服務／洗衣
家事服務／洗衣,教育╱出版╱藝文相關,35000,38500,42000,45500,49000,生活服務_農林漁牧,家事服務／洗衣
家事服務／洗衣,批發╱零售,29000,31900,34800,37700,40600,生活服務_農林漁牧,家事服務／洗衣
寵物禮儀師,一般服務業,32000,35200,38400,41600,44800,生活服務_農林漁牧,寵物禮儀師
志工／義工類人員,政治╱宗教╱社福,30000,33000,36000,39000,42000,生活服務_農林漁牧,志工／義工類人員
志工／義工類人員,醫療照護╱環境衛生,30000,33000,36000,39000,42000,生活服務_農林漁牧,志工／義工類人員
志工／義工類人員,一般服務業,28300,31100,33900,36800,39600,生活服務_農林漁牧,志工／義工類人員
志工／義工類人員,旅遊╱休閒╱運動,29500,32500,35400,38400,41300,生活服務_農林漁牧,志工／義工類人員
志工／義工類人員,餐飲╱住宿服務,32000,35200,38400,41600,44800,生活服務_農林漁牧,志工／義工類人員
志工／義工類人員,教育╱出版╱藝文相關,30000,33000,36000,39000,42000,生活服務_農林漁牧,志工／義工類人員
志工／義工類人員,批發╱零售,28500,31400,34200,37100,39900,生活服務_農林漁牧,志工／義工類人員
搬運人員,電子科技╱資訊╱軟體╱半導體,34000,37400,40800,44200,47600,生活服務_農林漁牧,搬運人員
搬運人員,一般傳統製造,29500,32500,35400,38400,41300,生活服務_農林漁牧,搬運人員
搬運人員,礦業╱土石能源採取,40000,44000,48000,52000,56000,生活服務_農林漁牧,搬運人員
搬運人員,政治╱宗教╱社福,32500,35700,39000,42200,45400,生活服務_農林漁牧,搬運人員
搬運人員,金融投顧╱保險相關,27000,29700,32400,35100,37800,生活服務_農林漁牧,搬運人員
搬運人員,法律╱會計╱顧問╱研發╱設計,40000,44000,48000,52000,56000,生活服務_農林漁牧,搬運人員
搬運人員,運輸物流╱倉儲╱貿易,35000,38500,42000,45500,49000,生活服務_農林漁牧,搬運人員
搬運人員,建築營造╱不動產相關,35000,38500,42000,45500,49000,生活服務_農林漁牧,搬運人員
搬運人員,醫療照護╱環境衛生,27700,30400,33200,36000,38700,生活服務_農林漁牧,搬運人員
搬運人員,農林漁牧╱水電資源,35000,38500,42000,45500,49000,生活服務_農林漁牧,搬運人員
搬運人員,一般服務業,31000,34100,37200,40300,43400,生活服務_農林漁牧,搬運人員
搬運人員,旅遊╱休閒╱運動,32000,35200,38400,41600,44800,生活服務_農林漁牧,搬運人員
搬運人員,餐飲╱住宿服務,32000,35200,38400,41600,44800,生活服務_農林漁牧,搬運人員
搬運人員,大眾傳播相關,30000,33000,36000,39000,42000,生活服務_農林漁牧,搬運人員
搬運人員,教育╱出版╱藝文相關,35000,38500,42000,45500,49000,生活服務_農林漁牧,搬運人員
搬運人員,批發╱零售,34000,37400,40800,44200,47600,生活服務_農林漁牧,搬運人員
星象占卜人員,政治╱宗教╱社福,28500,31400,34200,37100,39900,生活服務_農林漁牧,星象占卜人員
星象占卜人員,法律╱會計╱顧問╱研發╱設計,31000,34100,37200,40300,43400,生活服務_農林漁牧,星象占卜人員
星象占卜人員,一般服務業,317500,349300,381000,412800,444500,生活服務_農林漁牧,星象占卜人員
汽車美容,一般傳統製造,30000,33000,36000,39000,42000,生活服務_農林漁牧,汽車美容
汽車美容,礦業╱土石能源採取,27500,30300,33000,35800,38500,生活服務_農林漁牧,汽車美容
汽車美容,法律╱會計╱顧問╱研發╱設計,35000,38500,42000,45500,49000,生活服務_農林漁牧,汽車美容
汽車美容,運輸物流╱倉儲╱貿易,36500,40200,43800,47500,51100,生活服務_農林漁牧,汽車美容
汽車美容,建築營造╱不動產相關,52500,57800,63000,68300,73500,生活服務_農林漁牧,汽車美容
汽車美容,醫療照護╱環境衛生,23800,26200,28600,31000,33400,生活服務_農林漁牧,汽車美容
汽車美容,農林漁牧╱水電資源,35000,38500,42000,45500,49000,生活服務_農林漁牧,汽車美容
汽車美容,一般服務業,30500,33600,36600,39700,42700,生活服務_農林漁牧,汽車美容
汽車美容,旅遊╱休閒╱運動,33000,36300,39600,42900,46200,生活服務_農林漁牧,汽車美容
汽車美容,餐飲╱住宿服務,31500,34700,37800,41000,44100,生活服務_農林漁牧,汽車美容
汽車美容,批發╱零售,29500,32500,35400,38400,41300,生活服務_農林漁牧,汽車美容
清潔／資源回收人員,電子科技╱資訊╱軟體╱半導體,27500,30300,33000,35800,38500,生活服務_農林漁牧,清潔／資源回收人員
清潔／資源回收人員,一般傳統製造,27000,29700,32400,35100,37800,生活服務_農林漁牧,清潔／資源回收人員
清潔／資源回收人員,礦業╱土石能源採取,36000,39600,43200,46800,50400,生活服務_農林漁牧,清潔／資源回收人員
清潔／資源回收人員,政治╱宗教╱社福,26400,29100,31700,34400,37000,生活服務_農林漁牧,清潔／資源回收人員
清潔／資源回收人員,金融投顧╱保險相關,30000,33000,36000,39000,42000,生活服務_農林漁牧,清潔／資源回收人員
清潔／資源回收人員,法律╱會計╱顧問╱研發╱設計,29000,31900,34800,37700,40600,生活服務_農林漁牧,清潔／資源回收人員
清潔／資源回收人員,運輸物流╱倉儲╱貿易,29000,31900,34800,37700,40600,生活服務_農林漁牧,清潔／資源回收人員
清潔／資源回收人員,建築營造╱不動產相關,28000,30800,33600,36400,39200,生活服務_農林漁牧,清潔／資源回收人員
清潔／資源回收人員,醫療照護╱環境衛生,28000,30800,33600,36400,39200,生活服務_農林漁牧,清潔／資源回收人員
清潔／資源回收人員,農林漁牧╱水電資源,29000,31900,34800,37700,40600,生活服務_農林漁牧,清潔／資源回收人員
清潔／資源回收人員,一般服務業,27000,29700,32400,35100,37800,生活服務_農林漁牧,清潔／資源回收人員
清潔／資源回收人員,旅遊╱休閒╱運動,28000,30800,33600,36400,39200,生活服務_農林漁牧,清潔／資源回收人員
清潔／資源回收人員,餐飲╱住宿服務,28000,30800,33600,36400,39200,生活服務_農林漁牧,清潔／資源回收人員
清潔／資源回收人員,大眾傳播相關,33000,36300,39600,42900,46200,生活服務_農林漁牧,清潔／資源回收人員
清潔／資源回收人員,教育╱出版╱藝文相關,27000,29700,32400,35100,37800,生活服務_農林漁牧,清潔／資源回收人員
清潔／資源回收人員,批發╱零售,28000,30800,33600,36400,39200,生活服務_農林漁牧,清潔／資源回收人員
社會工作人員／督導,電子科技╱資訊╱軟體╱半導體,44500,49000,53400,57900,62300,生活服務_農林漁牧,社會工作人員／督導
社會工作人員／督導,一般傳統製造,31500,34700,37800,41000,44100,生活服務_農林漁牧,社會工作人員／督導
社會工作人員／督導,礦業╱土石能源採取,35000,38500,42000,45500,49000,生活服務_農林漁牧,社會工作人員／督導
社會工作人員／督導,政治╱宗教╱社福,35000,38500,41900,45400,48900,生活服務_農林漁牧,社會工作人員／督導
社會工作人員／督導,法律╱會計╱顧問╱研發╱設計,35000,38500,42000,45500,49000,生活服務_農林漁牧,社會工作人員／督導
社會工作人員／督導,運輸物流╱倉儲╱貿易,39000,42900,46800,50700,54600,生活服務_農林漁牧,社會工作人員／督導
社會工作人員／督導,建築營造╱不動產相關,35000,38500,42000,45500,49000,生活服務_農林漁牧,社會工作人員／督導
社會工作人員／督導,醫療照護╱環境衛生,35000,38500,41900,45400,48900,生活服務_農林漁牧,社會工作人員／督導
社會工作人員／督導,農林漁牧╱水電資源,31000,34100,37200,40300,43400,生活服務_農林漁牧,社會工作人員／督導
社會工作人員／督導,一般服務業,34000,37400,40800,44200,47600,生活服務_農林漁牧,社會工作人員／督導
社會工作人員／督導,旅遊╱休閒╱運動,38000,41800,45600,49400,53200,生活服務_農林漁牧,社會工作人員／督導
社會工作人員／督導,餐飲╱住宿服務,30000,33000,36000,39000,42000,生活服務_農林漁牧,社會工作人員／督導
社會工作人員／督導,大眾傳播相關,49000,53900,58800,63700,68600,生活服務_農林漁牧,社會工作人員／督導
社會工作人員／督導,教育╱出版╱藝文相關,35000,38500,41900,45400,48900,生活服務_農林漁牧,社會工作人員／督導
社會工作人員／督導,批發╱零售,30000,33000,36000,39000,42000,生活服務_農林漁牧,社會工作人員／督導
禮儀師,電子科技╱資訊╱軟體╱半導體,38000,41800,45600,49400,53200,生活服務_農林漁牧,禮儀師
禮儀師,一般傳統製造,30000,33000,36000,39000,42000,生活服務_農林漁牧,禮儀師
禮儀師,礦業╱土石能源採取,40000,44000,48000,52000,56000,生活服務_農林漁牧,禮儀師
禮儀師,政治╱宗教╱社福,35000,38500,42000,45500,49000,生活服務_農林漁牧,禮儀師
禮儀師,農林漁牧╱水電資源,28000,30800,33600,36400,39200,生活服務_農林漁牧,禮儀師
禮儀師,一般服務業,36000,39600,43200,46800,50400,生活服務_農林漁牧,禮儀師
禮儀師,餐飲╱住宿服務,24000,26400,28800,31200,33600,生活服務_農林漁牧,禮儀師
舉牌／傳單／派報員,電子科技╱資訊╱軟體╱半導體,25900,28500,31100,33700,36300,生活服務_農林漁牧,舉牌／傳單／派報員
舉牌／傳單／派報員,運輸物流╱倉儲╱貿易,35000,38500,42000,45500,49000,生活服務_農林漁牧,舉牌／傳單／派報員
舉牌／傳單／派報員,建築營造╱不動產相關,29000,31900,34800,37700,40600,生活服務_農林漁牧,舉牌／傳單／派報員
舉牌／傳單／派報員,醫療照護╱環境衛生,32000,35200,38400,41600,44800,生活服務_農林漁牧,舉牌／傳單／派報員
舉牌／傳單／派報員,一般服務業,31500,34700,37800,41000,44100,生活服務_農林漁牧,舉牌／傳單／派報員
舉牌／傳單／派報員,旅遊╱休閒╱運動,35000,38500,42000,45500,49000,生活服務_農林漁牧,舉牌／傳單／派報員
舉牌／傳單／派報員,餐飲╱住宿服務,26000,28600,31200,33800,36400,生活服務_農林漁牧,舉牌／傳單／派報員
舉牌／傳單／派報員,大眾傳播相關,24500,27000,29400,31900,34300,生活服務_農林漁牧,舉牌／傳單／派報員
舉牌／傳單／派報員,教育╱出版╱藝文相關,32000,35200,38400,41600,44800,生活服務_農林漁牧,舉牌／傳單／派報員
舉牌／傳單／派報員,批發╱零售,27000,29700,32400,35100,37800,生活服務_農林漁牧,舉牌／傳單／派報員
花藝／園藝人員,電子科技╱資訊╱軟體╱半導體,39500,43500,47400,51400,55300,生活服務_農林漁牧,花藝／園藝人員
花藝／園藝人員,一般傳統製造,30000,33000,36000,39000,42000,生活服務_農林漁牧,花藝／園藝人員
花藝／園藝人員,政治╱宗教╱社福,30500,33600,36600,39700,42700,生活服務_農林漁牧,花藝／園藝人員
花藝／園藝人員,法律╱會計╱顧問╱研發╱設計,32500,35800,39000,42300,45500,生活服務_農林漁牧,花藝／園藝人員
花藝／園藝人員,運輸物流╱倉儲╱貿易,40000,44000,48000,52000,56000,生活服務_農林漁牧,花藝／園藝人員
花藝／園藝人員,建築營造╱不動產相關,33000,36300,39600,42900,46200,生活服務_農林漁牧,花藝／園藝人員
花藝／園藝人員,醫療照護╱環境衛生,28000,30800,33600,36400,39200,生活服務_農林漁牧,花藝／園藝人員
花藝／園藝人員,農林漁牧╱水電資源,30000,33000,36000,39000,42000,生活服務_農林漁牧,花藝／園藝人員
花藝／園藝人員,一般服務業,30000,33000,36000,39000,42000,生活服務_農林漁牧,花藝／園藝人員
花藝／園藝人員,旅遊╱休閒╱運動,30000,33000,36000,39000,42000,生活服務_農林漁牧,花藝／園藝人員
