年月別,工業及服務業,男性,女性,工業,礦業及土石採取業,製造業,電力及燃氣供應業,用水供應及污染整治業,營建工程業,服務業,批發及零售業,運輸及倉儲業,住宿及餐飲業,出版影音及資通訊業,金融及保險業,不動產業,專業科學及技術服務業,支援服務業,教育業,醫療保健及社會工作服務業,藝術_娛樂及休閒服務業,其他服務業
201609,39112,41954,35740,36871,42274,36406,64354,35243,37857,40811,38241,41644,28979,54927,58839,36417,48178,32188,23475,53615,34221,29200
201610,39342,42186,35968,37146,42547,36728,64178,35226,37911,41007,38576,41758,29409,55128,58178,36361,48328,32380,23668,54015,34596,29339
201611,39438,42304,36038,37124,42684,36665,64065,35238,38138,41195,38797,41665,29575,55147,58673,37137,48468,32399,23673,54207,34520,29518
201612,39704,42540,36334,37327,42552,36850,64301,35223,38480,41505,38881,41964,29684,55475,61121,37359,48402,32454,23742,54322,34706,29455
201701,39661,42494,36296,37286,41913,36942,64756,35336,37604,41451,38981,42320,29478,55713,60535,37108,48497,32541,23119,53764,34727,29933
201702,39355,42098,36095,36935,42018,36641,64632,35299,36917,41182,38826,41908,29455,55736,59180,36518,48362,32571,22823,53267,34780,29785
201703,39766,42565,36435,37539,42872,37145,64062,35506,38218,41450,38979,42179,29785,55848,60141,36951,48350,32614,23719,53677,34684,29803
201704,39809,42507,36590,37422,42106,37083,64534,35308,37760,41612,39037,42166,29724,56253,61337,37823,48300,32630,23771,53700,35125,29965
201705,39870,42648,36561,37623,42154,37310,63349,35321,37896,41566,39150,42354,29822,56387,59540,38514,48531,32751,23637,53787,35159,30057
201706,39853,42694,36471,37604,42299,37214,64324,35368,38254,41552,39202,42234,29565,56585,59500,39254,48497,32719,23824,53706,34698,30002
201707,39860,42703,36477,37629,42530,37297,64270,35360,37951,41544,39274,42395,29462,56302,59465,38779,48604,32668,23998,53792,34763,30172
201708,40041,42943,36583,37892,42600,37550,64167,35268,38324,41660,39449,42505,29739,56307,59456,38439,48786,32827,24048,53592,35046,30318
201709,40094,42875,36787,37793,42610,37432,63961,35463,38330,41825,39612,42437,30039,56374,60420,38091,48843,32589,24196,53516,35167,30243
201710,40182,42955,36892,37809,42353,37497,63956,35468,38057,41968,39850,42612,30269,56388,59988,38589,48692,32678,24011,53773,35320,30504
201711,40201,43019,36858,37857,42327,37527,63821,35818,38203,41963,39896,42857,30205,56501,60020,38333,48749,32857,24179,53019,35520,30400
201712,40531,43227,37331,38058,42234,37717,64042,35951,38496,42387,40003,42753,30423,56536,63189,39071,48860,33056,24137,53679,35470,30744
201801,40749,43563,37405,38432,42729,38082,64350,35548,38987,42485,40007,43414,30695,56977,62443,40108,49148,33386,24455,53405,35579,31027
201802,40429,43080,37285,37756,42133,37592,64700,34908,37095,42432,40166,42843,30492,57130,62900,39091,49304,33114,23610,52790,35850,30697
201803,40753,43557,37413,38406,42624,38126,64245,35365,38552,42514,40338,43424,30718,57263,61342,40076,49330,33234,24319,53018,36276,30876
201804,40706,43435,37456,38247,42646,37991,64523,35107,38221,42552,40120,43502,30741,57275,62605,40354,49296,33030,24252,53329,36324,30861
201805,40875,43698,37512,38519,42475,38242,62873,35455,38719,42647,40327,43657,30941,57507,60961,40982,49476,33375,24540,53799,36393,31283
201806,40801,43542,37537,38405,42591,38147,64385,35466,38348,42601,40152,43497,30729,57589,61274,40569,49446,33383,24448,54341,36050,31340
201807,40923,43676,37645,38551,43302,38268,64259,35549,38683,42702,40264,43733,30596,57542,61302,40400,49509,33555,24659,54943,36072,31343
201808,41203,43891,38009,38670,43275,38344,65696,36064,38948,43098,40599,43927,30693,57723,63592,39709,49871,33699,25082,55303,36081,31237
201809,41124,43861,37879,38629,43240,38380,65642,35925,38430,42989,40785,43604,30551,57926,61357,40083,49830,33685,25162,55654,35866,31188
201810,41215,44069,37836,38806,43344,38452,65675,35955,39291,43015,40910,43685,30817,58005,60247,41007,50058,33646,24991,55452,36385,31089
201811,41225,44099,37826,38743,43420,38373,65627,35892,39340,43078,41042,43778,30915,58193,60084,40905,49985,33662,24837,55481,36382,31183
201812,41362,44175,38036,38815,43372,38479,65431,35858,39220,43260,41094,43930,30918,58363,61421,40179,50031,33890,24747,55828,36460,31497
201901,41523,44467,38128,39205,43603,38901,66361,35984,39406,43184,41228,44171,30940,58592,62624,40853,51696,34151,27312,51169,36345,31959
201902,41068,43855,37851,38606,43076,38508,65956,35500,37494,42833,41033,43785,31144,58567,61021,40124,51565,33897,26762,50277,35956,31557
201903,41482,44385,38132,39181,43578,38920,66024,35936,39128,43130,41192,44451,31380,58773,62387,40338,51886,34168,27344,49916,36432,31781
201904,41567,44443,38241,39160,43758,38948,64636,35892,38873,43289,41103,44417,31223,58750,65159,39822,51704,33906,27374,50288,36601,31686
201905,41709,44683,38266,39392,43548,39117,65449,36087,39432,43363,41368,44610,31236,58957,62797,41065,51946,34194,27604,50856,37357,31870
201906,41577,44415,38284,39111,43643,38916,65372,35946,38636,43337,41140,44486,31390,58839,63393,42027,51862,34071,27692,50955,36877,31759
201907,41770,44660,38414,39333,43851,39043,65300,36103,39481,43504,41512,44646,31499,58817,62934,42395,51888,34146,27815,51275,36982,31812
201908,41911,44697,38683,39294,43559,39064,65365,36070,39066,43765,41529,44672,31526,59268,66064,41623,51797,33947,27823,51257,37295,32092
201909,41691,44575,38362,39197,43667,38988,64946,36028,38839,43457,41408,44732,31523,59216,62171,42088,51812,34008,27876,51488,36938,32062
201910,41891,44869,38454,39441,43912,39156,65040,36064,39585,43625,41766,44943,31735,59470,61448,42548,52194,34017,27965,51382,37606,31991
201911,41911,44828,38544,39368,43907,39091,64933,35849,39491,43707,41932,44886,31775,59697,61438,42579,52160,33825,27951,51676,37466,31984
201912,42287,45134,39001,39599,43583,39274,64270,35820,40081,44183,41955,44747,32015,59861,65638,43219,52496,34069,27963,51941,37552,32395
202001,42142,44956,38888,39562,43365,39402,65039,35953,38967,43960,41921,44754,31979,60204,63305,41080,52501,34211,27678,51903,37797,32587
202002,42105,44908,38860,39525,43520,39259,65216,35991,39565,43931,41804,44339,32043,60599,63457,41157,52576,34171,27501,51545,37302,32573
202003,42100,45008,38734,39691,43641,39385,65049,36171,40002,43815,41425,44326,31547,60784,63784,42621,52731,34030,27912,50948,37302,32199
202004,41925,44879,38493,39583,43573,39334,64724,36172,39543,43597,41113,43988,31044,60909,63419,42699,52658,33957,27651,50659,37157,31842
202005,41991,44907,38602,39615,43172,39377,64650,36393,39466,43687,41274,43794,31585,61032,62726,42612,52660,33995,27775,50752,37661,32229
202006,42120,44965,38814,39645,43517,39355,65048,36356,39784,43877,41326,43874,31819,60932,63755,43195,52786,34072,27748,51264,37661,32311
202007,42267,45100,38970,39740,43608,39391,64697,36402,40242,44052,41653,44146,31864,60911,64073,43225,52792,34115,27877,51558,37504,32394
202008,42403,45169,39188,39789,43532,39510,65197,36353,39844,44242,41907,44435,32210,61198,64359,42329,52961,34094,27968,51727,37770,32193
202009,42512,45251,39333,39948,43115,39609,65060,36456,40393,44314,41754,44397,31937,61399,65390,42302,53030,34330,28330,51788,37704,32466
202010,42531,45377,39237,40031,43584,39724,65081,36244,40330,44286,41961,44439,32001,61453,63580,43204,53122,34322,28177,51701,37988,32792
202011,42532,45386,39230,40086,43476,39740,64829,36379,40631,44249,42137,44431,32141,61325,62478,42651,53161,34346,28234,51633,38210,32903
202012,42735,45581,39445,40255,43454,39882,64851,36454,40993,44476,42159,44501,32179,61397,64184,43524,53389,34596,28382,51673,38696,32903
202101,42968,45821,39676,40627,43838,40338,65373,36334,40898,44611,42298,44737,32267,61698,64526,43435,53684,34564,28411,51858,38643,33089
202102,42675,45449,39482,40230,43547,40045,65451,36168,39825,44392,42149,44529,32545,62224,63539,42058,53448,34420,27960,51388,38429,32805
202103,43065,46044,39637,40869,43828,40510,65478,36450,41600,44607,42403,44942,32981,62078,63921,42521,53747,34063,28406,51385,39110,33167
202104,43040,45994,39648,40767,43149,40496,65522,36238,40984,44635,42333,45026,32541,62470,63931,43564,53987,34154,28288,51875,38750,32905
202105,42689,45692,39232,40737,43264,40584,64002,36261,40280,44071,41661,45051,30834,62727,63899,42522,53851,34294,27624,50922,34062,31177
202106,42456,45421,39025,40802,43089,40616,64738,36225,40505,43648,40642,44557,29082,62814,65541,42063,53823,34602,26938,49823,31686,30159
202107,42744,45693,39330,40942,43428,40756,64140,36190,40724,44042,41304,44700,30167,62367,66049,42314,53621,34671,27176,50263,32327,30393
202108,43044,45941,39710,41042,42736,40858,64267,36338,40809,44476,41522,44953,31893,62284,67549,43140,53744,33915,28135,50838,34679,31549
202109,43204,46147,39832,41013,42811,40852,64162,36179,40657,44762,42074,45328,32454,62335,65913,43203,53480,33887,28750,52338,35826,32353
202110,43411,46395,40004,41143,43085,41020,64135,36186,40586,45013,42383,45544,33136,62393,65359,43484,53785,33913,28717,52890,37938,33743
202111,43470,46469,40046,41184,43474,41035,64134,36374,40772,45080,42482,45720,33229,62560,65358,43287,53792,34120,28753,52798,37643,33960
202112,43760,46658,40452,41417,43638,41275,63600,36329,41032,45405,42380,45677,33160,62763,68594,43795,54009,34233,28927,53289,37813,34112
202201,44196,47141,40833,41983,43617,41935,65029,36650,40987,45748,42872,46333,33377,63184,68232,43336,54690,34854,28817,53491,38026,34894
202202,43766,46588,40552,41345,43265,41395,64801,36327,39698,45463,42614,45996,33608,63872,66604,43003,54733,34496,28564,52790,38397,34516
202203,44186,47174,40787,42002,43802,41936,64860,36613,41150,45718,43003,46527,33487,63819,66069,44039,54798,34873,29179,53286,38964,34864
202204,44164,47165,40760,42036,43649,42047,64954,36451,40742,45661,42820,46395,33321,64297,66433,44213,55033,34506,29423,53131,38351,34616
202205,44032,47119,40521,42061,43907,42009,64171,36822,41139,45424,42492,46813,32683,64326,65772,43837,54837,34694,29376,52901,36951,33981
202206,44129,47226,40597,42087,44230,42013,63974,36791,41324,45579,42879,46737,32912,64396,64682,43868,55149,34882,29316,52871,37589,34772
202207,44194,47256,40689,42166,45771,41998,65372,37207,41836,45633,43023,46774,33504,64241,64667,43904,55115,34817,29282,52901,37006,34540
202208,44249,47319,40730,42297,45665,42145,65368,37337,41884,45632,43236,46768,33416,64517,64290,42927,55178,34689,29437,52721,37543,34310
202209,44171,47167,40742,42179,45446,42051,65240,37234,41624,45578,43147,46580,33069,64562,64619,41649,55116,34549,29634,53131,37744,34182
202210,44312,47344,40841,42249,45415,42125,65502,37099,41678,45766,43528,46722,33208,64763,64016,41783,55247,34715,29669,53466,37725,34569
202211,44433,47386,41054,42380,45546,42206,65227,37008,42143,45879,43638,47032,33057,64975,64055,41884,55461,34750,29805,53773,37943,34685
202212,44690,47577,41388,42598,45679,42412,65905,37199,42416,46159,43700,47405,33047,65139,65814,42196,55511,35191,29998,54156,37718,34561
202301,45101,47941,41854,43022,45724,43000,66281,37595,41859,46557,44012,47616,34072,65680,65658,42693,56292,35506,29933,54510,38177,35523
202302,44787,47699,41457,42707,45343,42576,66270,37437,42180,46246,43842,47400,33554,65870,64440,42703,55933,35450,29884,53949,37991,35255
202303,45161,48141,41759,43133,45464,42995,66215,37804,42681,46583,44139,47947,33727,65956,65338,42617,56125,35777,30215,54251,38513,35641
202304,45073,48049,41669,42979,45020,42881,66405,37634,42272,46535,44039,47795,33656,65799,65806,43174,56059,35574,29887,54368,38497,35541
202305,45199,48200,41753,43122,45325,43013,65972,37850,42462,46647,44288,48071,33744,65843,65297,43422,56041,35705,30105,54473,38633,35799
202306,45130,48089,41726,43001,45385,42895,65849,37760,42329,46612,44059,47964,33512,65753,66479,43837,55685,35741,29805,54675,38342,35693
202307,45224,48304,41685,43103,45680,42971,65581,38052,42626,46693,44374,48136,34052,65738,66301,43787,55625,35805,29779,54181,38046,35319
202308,45355,48491,41752,43282,45285,43150,65749,38039,42822,46788,44529,48158,34276,65832,66679,43254,55563,35876,30151,53973,37846,35322
202309,45188,48361,41547,43062,45193,42949,65521,37909,42463,46658,44404,48016,34260,65491,66160,43348,55524,35778,30005,54038,37514,35154
202310,45263,48456,41607,43174,45430,43087,65700,37947,42426,46705,44530,48087,34446,65761,66014,44059,55802,35782,30079,53303,37922,35421
202311,45289,48507,41601,43235,45594,43138,65558,38146,42553,46701,44591,48279,34225,65765,65960,44087,55863,35887,30173,53090,38088,35572
202312,45582,48708,42003,43375,45514,43285,65697,38241,42656,47102,44928,48371,34220,65944,68070,44924,55891,36013,30237,53639,38265,35547
202401,46118,49198,42591,43933,46382,43885,66716,38524,42967,47617,45614,49117,34298,66372,69165,44445,56539,36562,30467,54014,38023,35883
202402,45910,48949,42432,43598,45901,43584,66756,38494,42374,47500,45304,48780,34450,66888,69734,44000,56354,36509,30126,53588,37976,35562
202403,46073,49197,42493,43937,46342,43912,66222,38632,42860,47542,45446,49569,34380,67044,68500,44048,56523,36551,30468,53573,38953,35675
202404,46314,49428,42748,44120,45880,44133,66976,38585,42807,47820,45375,49774,34626,67289,70800,44907,56623,36571,30592,53966,38867,35774
202405,46460,49693,42752,44335,46247,44339,65484,39047,43162,47917,45734,50123,34709,67316,68910,45373,56855,36899,30551,54300,39592,35904
202406,46477,49654,42831,44290,46554,44266,66909,38925,43150,47976,45685,49857,34539,67660,70740,45242,56902,36687,30314,54238,39221,35787
202407,46546,49765,42850,44350,46677,44342,65959,39439,43163,48046,46029,49943,34405,67584,70326,45394,56816,36792,30467,54270,39112,35707
202408,46732,49942,43052,44598,46970,44598,65435,39578,43432,48189,46148,49979,34422,67809,70488,44886,57060,36785,30950,54704,39440,35798
202409,46624,49834,42950,44635,48108,44613,65467,39482,43607,47979,45845,49728,33949,67991,70132,44495,57043,36622,31064,54627,39364,35750
202410,46484,49657,42855,44450,47951,44411,65129,39475,43502,47869,45884,49473,34139,68161,68835,44808,57052,36557,30830,54396,39117,35730
202411,46701,49936,43007,44736,47893,44683,65454,39737,43878,48037,46400,49871,33926,68079,68506,44764,57050,36609,30990,54527,39263,36003
202412,46963,50199,43266,44987,48329,44909,65786,40026,44277,48308,46583,50133,34175,68284,69149,44004,57297,36779,31043,55277,39530,36179
202501,47445,50642,43795,45395,48651,45389,66424,40381,44252,48837,47152,50399,34704,68845,71616,43644,57670,36951,31116,55292,39592,36554
202502,47306,50473,43689,45298,48168,45267,66352,40482,44285,48674,46932,50214,34759,69021,70889,43892,57724,37081,31142,54510,39802,36486
202503,47533,50768,43836,45549,48327,45532,66336,40658,44489,48884,47165,50707,34849,69380,70431,44197,58001,37295,31340,54778,40816,36558
202504,47760,50978,44084,45688,48121,45736,65227,40659,44341,49173,47308,50995,35131,69613,71327,44584,58225,37346,31436,55444,40847,36575
202505,47796,51054,44074,45773,48458,45825,65065,40941,44382,49173,47329,51230,35378,69727,69753,44345,58334,37580,31451,56088,40608,36697
