年月別,工業及服務業,男性,女性,工業,礦業及土石採取業,製造業,電力及燃氣供應業,用水供應及污染整治業,營建工程業,服務業,批發及零售業,運輸及倉儲業,住宿及餐飲業,出版影音及資通訊業,金融及保險業,不動產業,專業科學及技術服務業,支援服務業,教育業,醫療保健及社會工作服務業,藝術_娛樂及休閒服務業,其他服務業
199912,33989,37980,28854,32008,35687,30917,59732,35257,35784,35980,33361,36970,21912,46919,46175,35290,39708,30588,-,43883,25215,26904
200001,34031,38088,28835,31814,36284,30649,60682,35615,35909,36252,33383,37039,22382,46591,47706,36343,40305,30838,-,43415,25870,26994
200002,32925,36800,27978,30386,35641,29472,60876,36098,32964,35459,32731,36614,22444,46559,44358,36119,39852,30892,-,43485,25182,25702
200003,33786,37763,28700,31706,36137,30585,60692,36034,35668,35862,32776,37428,22496,46957,46318,36512,40102,31339,-,43227,25035,26557
200004,33826,37839,28692,31762,36310,30745,60299,36383,35160,35883,33068,37265,22377,47316,44990,36513,40453,31238,-,43750,24926,26834
200005,33952,38086,28674,31982,36111,30940,61340,36874,35494,35914,33323,37534,22377,47934,43652,36385,40754,31567,-,43706,24954,26891
200006,34020,38070,28863,32038,36166,31043,60726,36777,35345,35997,33454,37651,22299,48015,43683,36077,40652,31744,-,43817,24752,27014
200007,34026,38138,28814,32117,36240,31152,60783,36965,35267,35924,33410,37604,22683,48155,42741,36728,40731,31544,-,44433,24873,26962
200008,34029,38165,28806,32120,36033,31143,60890,36999,35359,35918,33571,37547,22679,48439,41653,36591,40840,31562,-,44727,25060,27629
200009,33961,38181,28636,32112,36472,31090,60765,37633,35595,35796,33433,37703,22254,48698,41867,36323,40385,31142,-,44047,25107,27652
200010,34181,38315,28947,32326,36161,31342,61001,37954,35600,36017,33602,37748,22475,48200,42060,36626,41061,31624,-,44421,25743,27843
200011,34098,38163,28956,32218,36131,31212,60672,37477,35666,35956,33463,37596,22365,48130,42605,36131,41031,31234,-,44218,26029,27514
200012,34261,38243,29228,32321,36441,31329,60868,37629,35632,36178,33467,37821,22533,48264,43434,36154,41080,31544,-,44893,26395,27752
200101,34081,37902,29277,31767,36085,31120,61377,37535,33020,36354,33554,37526,22316,48564,45187,37015,41015,31149,-,44341,26236,27220
200102,34077,38088,29022,31775,36621,30771,61409,37249,35128,36336,33840,37611,22312,48360,43085,37203,41588,31031,-,45679,25951,27036
200103,34436,38564,29235,32352,37364,31399,61146,37518,35455,36478,33860,38054,22816,48957,42852,37290,41348,31532,-,45863,26199,27060
200104,34146,38196,29072,32083,36617,31189,61645,37813,34762,36154,33414,38134,22682,48899,41848,37323,41431,31577,-,45783,26273,26983
200105,34203,38280,29084,32280,36921,31385,61179,37904,35029,36067,33544,38230,22617,49058,40537,37235,41251,31680,-,45851,26208,27024
200106,34321,38104,29570,32092,36101,31191,61191,38031,34823,36474,33386,37964,22700,48960,44724,36518,41447,31436,-,45554,25894,27172
200107,34749,38416,30143,32199,36696,31451,60313,37531,34125,37202,33265,37936,23413,48124,51457,35335,41099,31624,-,45707,26083,27262
200108,35018,38603,30509,32328,36785,31595,60638,37405,34148,37601,33347,38302,23367,48632,54013,35732,40741,31733,-,45241,26226,27224
200109,34388,38139,29681,31869,37937,31155,60597,37624,33482,36799,33520,37979,23441,48778,46866,36107,41329,31585,-,44904,25997,27255
200110,34668,38502,29876,32338,38323,31553,61303,38009,34379,36898,33850,38545,23348,48598,45960,35579,41139,31587,-,45392,26306,27675
200111,34795,38505,30151,32256,38605,31420,60586,37839,34636,37224,34009,38441,23427,48589,48319,35393,41364,31568,-,44979,26465,27102
200112,34930,38640,30288,32337,38868,31502,60916,37853,34653,37414,33945,38434,23416,48664,49900,35210,41801,31365,-,45210,26576,27351
200201,35049,38735,30449,32436,39301,31637,61616,37888,34517,37557,34163,38336,22791,48821,50763,35518,41213,31791,-,45276,26222,27459
200202,33996,37550,29601,31022,38170,30494,62481,37846,31304,36832,33889,37582,23296,48767,47402,35367,39816,31442,-,45265,26819,26424
200203,34712,38445,30100,32155,39040,31477,62316,37531,33529,37156,33947,38067,23436,49202,49011,35208,40664,31566,-,44999,26766,26953
200204,34947,38615,30412,32245,38950,31492,62293,37348,34134,37536,34322,38278,23588,48883,50647,35618,40850,31193,-,45102,26660,27403
200205,34858,38665,30141,32460,38836,31695,62104,37716,34464,37168,34335,38535,23496,48945,47504,35167,41012,31311,-,45039,26581,26954
200206,34694,38260,30266,32092,38755,31336,62307,37568,34015,37196,34055,38347,23360,48779,49426,35244,40640,31126,-,45215,26393,26733
200207,34787,38476,30209,32394,38907,31684,62384,37541,34094,37087,34061,38502,23157,48618,48940,34963,40026,30688,-,45409,26732,27128
200208,34909,38362,30640,32321,38877,31625,62477,38050,33893,37384,33931,38526,23220,48575,51906,35043,40510,30953,-,45311,26101,26727
200209,34579,38028,30315,32095,38783,31469,62438,38241,33203,36951,33648,38214,23033,48592,49918,34933,40562,30900,-,45088,25406,26627
200210,34734,38357,30259,32560,39083,31861,62627,37804,34179,36809,33555,38400,23063,48215,49045,35266,41151,30260,-,45325,25423,26690
200211,34615,38293,30070,32432,38908,31709,62407,37362,34239,36687,33752,37894,23211,48139,47854,35231,40974,29974,-,44992,25535,27021
200212,35060,38578,30724,32693,39062,31961,62148,37482,34572,37300,33892,37987,23219,48307,52136,35393,40851,30153,-,45064,25929,27839
200301,35039,38643,30588,32732,39209,32011,62819,37708,34471,37215,34070,38309,22800,48216,50645,35281,40778,30379,-,45137,25943,27690
200302,34165,37583,29939,31595,38085,31124,62822,37151,31724,36589,33922,37576,23188,48140,46747,35466,40847,29908,-,45254,26287,26393
200303,34631,38311,30084,32605,39287,31968,63052,37540,33864,36549,33877,38040,23315,48369,45700,35395,41142,29927,-,45548,25893,26875
200304,34725,38385,30205,32625,39464,31904,62846,37615,34417,36716,34064,38141,22609,48357,46587,35816,40937,30081,-,45615,25707,26889
200305,34534,38187,30011,32715,39884,31993,62847,37395,34557,36262,33693,37022,21610,47991,46203,36076,40889,29765,-,45196,24292,26094
200306,34690,38110,30469,32421,39717,31768,62826,37635,33800,36845,33811,37522,21828,47808,49896,35572,41430,30159,-,44790,25559,26627
200307,35171,38489,31073,32644,40163,32012,63049,37521,33925,37564,34053,38086,23155,48189,53438,35137,41818,29814,-,45536,26148,26980
200308,34897,38457,30527,32704,39874,32041,63181,37954,34179,36961,34149,38000,23465,47690,48585,34551,41059,29756,-,45586,26530,26700
200309,34862,38321,30626,32512,39260,31866,63140,37965,33866,37073,34103,37989,23591,48403,49625,34572,40622,29877,-,45444,26419,26694
200310,34942,38509,30581,32869,39398,32180,63386,37794,34532,36890,34049,38325,23416,48493,48170,34617,40915,29712,-,45329,26099,27026
200311,34787,38234,30567,32620,39536,31987,63110,37398,33970,36816,34078,38184,23204,48442,47951,34160,40673,29265,-,45604,26158,27314
200312,35187,38612,30994,33048,39658,32456,62955,37801,34199,37187,34467,38603,23166,48024,49362,34180,40497,29753,-,45777,26090,27755
200401,34856,38203,30764,32342,38815,31938,64098,37801,32117,37203,34233,38228,23018,48556,50602,34675,40687,30296,-,45317,26544,27216
200402,34945,38317,30820,32714,39095,32161,64009,37308,33554,37027,34206,37698,23152,48487,50577,34227,40347,29462,-,45071,26291,26597
200403,35097,38718,30675,33121,39643,32485,63996,36562,34631,36946,34312,38137,23115,48517,48470,35452,41175,29920,-,45002,26234,26843
200404,35105,38681,30740,33100,39793,32436,63762,36807,34792,36973,34222,38027,23168,48451,48816,35290,41196,30041,-,45697,26221,26617
200405,35072,38683,30660,33134,39985,32510,63962,36807,34558,36882,34336,38119,22774,48340,47971,35594,41176,30303,-,45401,26695,26688
200406,34956,38480,30657,32960,39901,32319,63818,36898,34511,36814,34205,38029,22415,48248,48715,34952,41039,29966,-,45364,27058,26582
200407,35053,38652,30662,33104,39577,32456,64365,37204,34705,36863,34292,38577,22944,48219,48000,34924,41469,29600,-,45740,26804,26892
200408,35046,38634,30666,32995,39430,32373,63921,37265,34417,36946,34294,38365,22949,47656,48712,34969,41860,29476,-,46352,27253,26395
200409,35087,38677,30708,33007,39150,32426,63829,37368,34185,37009,34217,38311,22932,47714,49463,34637,41769,28908,-,46598,27771,26827
200410,35175,38765,30803,33321,39699,32724,64030,37351,34613,36885,33968,38652,23003,47945,49073,35167,42099,29252,-,45845,27698,26757
200411,35247,38854,30863,33380,39918,32776,63807,37801,34721,36963,34207,38582,23088,48181,48919,34739,42309,28855,-,46014,27521,26661
200412,35501,39160,31049,33671,39899,33029,63715,38275,35254,37183,34385,38876,23212,48152,49176,35087,42243,29606,-,46516,27753,26721
200501,35571,39245,31095,33746,40362,33145,64698,38451,35006,37237,34384,38720,23418,47940,49949,34671,42440,29528,-,46476,27590,26994
200502,34465,37683,30554,32022,38809,31811,64023,38128,30663,36692,33679,37781,23511,47868,49642,33492,42028,29098,-,46000,27456,26482
200503,35448,38951,31174,33623,40433,32994,64975,38356,35036,37109,34155,38915,23439,48364,49275,35649,42542,29237,-,46723,27680,26527
200504,35382,38809,31193,33481,40410,32872,64311,38740,34773,37105,34112,38668,23263,48335,49698,36020,42288,29568,-,46639,27650,26895
200505,35483,38930,31270,33642,40535,33004,64228,38592,35137,37143,34283,38998,23401,48383,48939,35634,42262,30074,-,46695,27426,26872
200506,35362,38765,31208,33502,40824,32863,64277,38419,34985,37028,34100,38865,23264,48581,49182,34668,42132,29990,-,46636,27636,26804
200507,35294,38707,31141,33512,40158,32890,64075,38562,34906,36883,33897,38907,23311,48471,49521,34158,42020,29203,-,46733,27782,26802
200508,35442,38959,31178,33774,40159,33184,64090,38804,34989,36934,33844,39024,23412,48856,49675,33981,42085,29462,-,46673,28278,26540
200509,35362,38772,31225,33675,40034,33045,64040,38880,35120,36864,33837,39280,23030,48468,49140,34856,41921,29474,-,46806,28039,26624
200510,35442,38867,31287,33952,40581,33308,64434,38522,35515,36765,33738,39293,23014,48589,49009,34550,41900,29390,-,46298,28128,26830
200511,35538,39021,31321,34209,40608,33585,64147,38193,35732,36717,33865,39070,22995,48673,48727,33319,41982,29478,-,45799,28049,26731
200512,35781,39196,31647,34302,40754,33565,65498,39143,36374,37089,33925,39495,23209,49050,50716,33810,42005,29684,-,46390,28124,27175
200601,35823,39176,31778,34153,41012,33612,65572,38219,35032,37291,33890,39323,23387,48584,53210,33252,42471,29558,-,46416,27951,27143
200602,35148,38270,31388,33290,40482,32884,65913,38156,33224,36787,33500,38812,23192,48664,51578,32803,42345,29130,-,45607,28364,26808
200603,35608,38997,31520,34219,40946,33573,65989,38238,35749,36835,33765,39320,23210,48420,50211,33357,42578,29483,-,45942,28559,27125
200604,35637,39017,31574,34120,40881,33536,65946,38095,35278,36973,33816,39210,23012,48810,51246,33779,42783,29318,-,46186,28760,27047
200605,35709,39130,31579,34249,41016,33696,65878,38160,35223,36991,33999,39378,23019,48921,50391,34170,42860,29623,-,46144,28759,27059
200606,35636,38958,31633,34129,40949,33548,65816,37964,35288,36958,33785,39315,23090,48820,51269,33885,42776,29907,-,46021,28192,26976
200607,35648,38970,31650,34179,40895,33625,65767,38136,35174,36933,33767,39142,23337,48709,51759,33415,42636,29530,-,46238,28004,27088
200608,35810,39161,31773,34421,40694,33804,65838,37696,35828,37028,33796,39172,23463,48878,52435,32813,42649,29593,-,46380,28423,26854
200609,35871,39106,31968,34283,39948,33592,65514,37266,36159,37264,33913,39151,23402,48874,53854,33029,42659,29618,-,46726,28141,26867
200610,35785,39039,31853,34364,39867,33767,65698,36911,35677,37030,33858,39187,23251,48885,51549,33760,42459,29643,-,47028,28462,27163
200611,35884,39135,31967,34535,40193,33858,65161,36401,36402,37063,33908,39142,23073,48566,52495,32547,42470,29721,-,46504,28862,27411
200612,36120,39337,32240,34664,40748,33954,65598,36628,36677,37389,34112,39098,23068,48757,54246,33131,42336,29764,-,46844,29562,27544
200701,36232,39523,32267,34918,40745,34202,64683,36530,37034,37375,34150,39146,23096,48962,53770,32858,42881,30266,-,46574,29059,27430
200702,35558,38528,31990,33580,40097,33270,65630,36426,33054,37269,34090,38727,23211,49125,53818,32411,42844,29118,-,47262,29156,27117
200703,36164,39387,32290,34799,41008,34112,66512,36551,36665,37346,34314,39016,23247,49183,52732,33597,42585,30110,-,46906,28934,27258
200704,36129,39291,32336,34621,40774,33979,66464,36267,36207,37434,34207,39109,23233,49112,54630,32833,42638,29770,-,46599,29021,27195
200705,36271,39555,32328,34980,40777,34256,66085,36319,37128,37386,34228,39231,23386,49054,53690,33144,42568,30026,-,46854,28903,27194
200706,36276,39385,32543,34560,40885,33881,65614,36155,36423,37759,34208,39217,23326,48975,57454,32568,42435,30102,-,47071,28361,27134
200707,36291,39550,32385,34653,40943,34013,65386,36106,36318,37700,34001,39302,23736,49052,57816,32194,42467,29802,-,47475,28239,27047
200708,36741,39699,33203,34690,40961,34150,65510,35988,35770,38504,34131,39577,23709,49425,63970,32696,42716,30047,-,47622,28758,26967
200709,36417,39473,32768,34444,40442,33910,65354,36086,35463,38119,34383,39563,23736,49169,58954,33015,43054,29935,-,47709,28942,26991
200710,36543,39789,32659,34978,40391,34397,65605,36625,36316,37895,34536,39742,23675,49211,54991,34570,43539,30110,-,48050,29086,27580
200711,36535,39769,32660,34921,40124,34319,65369,36260,36427,37929,34809,39808,24146,49179,54504,33318,43611,30023,-,47898,28680,27031
200712,36632,39888,32733,35035,39887,34407,65540,36053,36732,38010,34978,40034,24312,49186,53449,34948,43879,30381,-,48053,28996,27000
200801,36803,40042,32923,35264,39973,34638,65165,35821,36986,38124,34997,40556,24333,49403,54128,34546,43982,30253,-,47954,29016,27609
200802,36206,39230,32599,34108,39308,33872,66692,35421,33258,37999,34757,40027,24696,49778,54251,34156,44111,29909,-,47929,29535,26964
200803,36557,39907,32558,35181,40291,34517,66779,35824,37047,37734,34711,40258,24263,49289,51684,34765,44311,30079,-,48095,29834,27044
200804,36703,39978,32795,35133,40351,34553,66284,36096,36510,38047,34928,40101,24242,49434,54033,35870,44202,30042,-,47768,29594,27216
200805,36685,40146,32556,35334,40561,34630,66026,36318,37503,37838,34904,40361,24226,49360,51753,35521,44158,30143,-,48337,30035,27440
200806,36518,39859,32519,35025,39992,34382,65606,36092,36820,37788,34848,40103,24117,49631,52090,35969,44107,30015,-,48224,29466,27226
200807,36522,39832,32557,35093,39644,34500,65087,35955,36638,37733,34770,40133,24427,49544,52455,35673,44055,29656,-,48210,29545,27237
200808,36526,39982,32386,35240,39689,34610,64062,36235,37001,37616,34836,39927,24526,49465,50691,34938,44634,29851,-,48187,30227,27200
200809,36586,39840,32691,35078,39251,34467,64564,36071,36663,37864,34750,39828,24427,49542,53852,34725,44547,29707,-,47878,28936,27370
200810,36514,39971,32379,35183,39444,34452,64491,36016,37501,37637,34838,39937,24620,49409,50985,34512,44598,29608,-,47811,30235,27494
200811,35598,38862,31688,33785,39562,32976,63668,35921,36337,37120,34312,39403,24111,49083,50066,34162,44075,28997,-,47578,29604,27294
200812,35367,38538,31541,33113,39794,32094,64588,36277,36627,37247,34166,39525,24074,49370,50772,33351,43823,29435,-,48264,29157,27553
200901,34914,38028,31186,32440,39807,31666,64836,35806,34457,36911,34200,38989,24535,49387,51025,33405,44061,29028,20699,48082,28694,27764
200902,35095,38176,31406,32735,40342,31758,65079,35991,35915,36992,34387,39201,24439,49434,51280,32594,43839,28858,21223,48019,28686,27304
200903,35490,38675,31673,33389,40381,32283,65021,36488,37360,37173,34370,39686,24309,49188,52644,34473,43743,28949,21555,47831,29194,27378
200904,35564,38737,31758,33487,40297,32402,65260,36622,37295,37226,34438,39708,24160,49219,52969,35194,43802,28882,21557,47666,29115,27256
200905,35540,38779,31667,33552,39998,32474,64496,36505,37356,37133,34394,39683,24269,49306,51851,35757,43889,28715,21377,48030,29466,27467
200906,35689,38855,31891,33711,40911,32612,64672,36356,37640,37270,34391,39413,24327,49249,53295,36436,43579,28512,21396,48614,29119,27234
200907,35663,38910,31774,33737,40828,32672,64831,36157,37476,37201,34487,39625,24590,49412,52166,36405,43611,28242,21510,48553,29200,27254
200908,35641,38817,31831,33620,40650,32605,64450,36398,37018,37254,34506,39419,24737,49102,52651,35442,43674,28366,21247,48953,29297,27197
200909,35792,39034,31913,33832,40705,32788,64532,36372,37440,37356,34714,39730,24645,49095,52588,35599,43608,28388,21430,48971,29710,27200
200910,35897,39169,31983,34070,40361,32995,64531,36244,37908,37353,34795,39595,24559,49092,52508,35637,43947,28655,21138,48733,29486,27091
200911,35877,39079,32038,34038,40721,32956,64411,36358,37912,37339,34931,39463,24575,49094,52356,36290,44132,28460,21346,48256,29252,26852
200912,36307,39451,32546,34300,40750,33232,64569,36462,38138,37900,35273,39966,25070,49421,55284,37406,43874,28424,21496,48827,29363,27282
201001,36234,39402,32443,34326,41185,33300,65126,36558,37882,37754,35145,39567,24727,49222,54791,37951,43950,28622,21431,48711,29791,27694
201002,35559,38516,32023,33250,40604,32612,65455,36163,34487,37400,34952,38907,24957,49433,53245,35795,43947,28353,20790,48458,29722,27284
201003,36072,39253,32263,34358,40535,33340,65481,36595,37909,37453,34830,39604,24734,49657,53021,35606,43982,28807,21773,48951,30009,27047
201004,36207,39299,32496,34254,40702,33263,65382,36492,37621,37782,35066,39556,24660,49687,55720,36354,44098,28731,21535,48809,29981,26761
201005,36234,39361,32480,34409,40855,33439,65129,36125,37761,37710,35234,39597,24797,49946,54219,35532,44011,28719,21538,48936,30151,27119
201006,36246,39261,32615,34323,41014,33331,65098,36176,37796,37806,35212,39486,24596,49822,55825,35819,43919,28706,21375,48924,29289,27355
201007,36169,39267,32446,34388,41167,33424,65124,36166,37743,37617,35173,39544,24880,49888,53607,35890,44064,28743,21389,49163,29258,27376
201008,36272,39424,32493,34469,41134,33543,65216,36062,37629,37737,35185,39422,25277,49841,53796,35722,44115,28583,21009,49886,29404,27679
201009,36274,39332,32620,34331,40609,33439,65155,36229,37280,37851,35187,39403,25014,49827,55183,35611,44182,28469,20758,49797,30565,27813
201010,36440,39528,32753,34559,40510,33622,65152,36287,37808,37966,35514,39550,25133,49946,54784,36370,44290,28682,21141,49050,30381,28083
201011,36395,39520,32669,34530,40147,33574,65481,36086,37888,37908,35408,39714,24965,50030,54376,37449,43879,28987,21328,48969,30474,27990
201012,36679,39820,32925,34701,40834,33736,65126,36470,38133,38281,35421,40320,25444,50070,56720,38223,44027,29148,21467,49267,30176,28084
201101,36685,39822,32929,34727,41093,33909,65759,36492,37285,38269,35871,40056,25426,50045,54773,37741,44244,29150,21194,49557,29614,28527
201102,36051,38934,32600,33699,40970,33136,65943,36346,34671,37955,35484,39890,25581,50354,54339,36080,44120,28708,20737,49211,29973,27915
201103,36555,39660,32838,34721,41309,33849,65913,36553,37617,38050,35574,40176,25461,50252,54005,36056,44358,29225,21367,49580,29843,27936
201104,36632,39683,32985,34627,41191,33768,65985,36477,37432,38264,35598,40069,25543,50734,55650,35614,44509,29169,21114,49932,30028,28285
201105,36688,39831,32944,34789,41378,33951,65637,36331,37534,38234,35694,40307,25541,50688,54494,36128,44515,29254,21223,50125,29971,28311
201106,36587,39679,32906,34628,41348,33795,65785,36353,37345,38179,35602,40041,25426,50488,54905,35685,44446,29277,21064,50143,30412,28107
201107,36697,39833,32965,34750,41450,33939,65651,36254,37382,38280,35659,40381,25626,51305,54953,35846,44534,29365,21129,50075,30434,28100
201108,36881,40032,33136,34946,41117,34052,65721,36287,38087,38447,35704,40523,26001,51090,54751,35590,44851,29547,21274,51043,30997,28204
201109,36940,40063,33238,34868,41335,33981,65902,36115,37955,38611,35891,40554,25951,51177,56012,36141,44918,29460,21385,50493,31017,28421
201110,37019,40183,33261,35058,41165,34129,66641,36516,38303,38597,36074,40480,25780,51532,55303,35909,45176,29488,21298,50222,30647,28530
201111,36917,40104,33127,35041,41345,34102,66711,36593,38325,38423,35955,40561,25624,51478,54183,35872,45185,29607,21430,50089,30667,28356
201112,37160,40323,33396,35163,41629,34245,66839,36769,38302,38757,35974,40918,25956,51693,56699,35684,45175,29532,21445,50679,30962,28320
201201,36955,39932,33429,34683,41358,34126,67257,36560,35640,38770,36089,40188,26245,51738,56364,36232,45382,29614,20860,50571,31434,29075
201202,36975,39994,33383,34930,41526,34180,67346,36291,37068,38611,35961,40203,26344,51695,54972,36228,45561,29964,21478,50110,31490,28737
201203,37286,40302,33689,35328,41970,34492,67268,36224,38017,38849,36074,40748,26411,51786,55825,36092,45546,30226,21507,50955,31535,28726
201204,37326,40323,33760,35205,41608,34422,67367,36273,37577,39023,36104,40549,26820,52050,56833,36864,45820,30111,21671,51022,31723,28879
201205,37342,40406,33694,35415,41345,34616,67225,36381,37928,38880,36157,40736,26751,51938,55224,37803,45761,30088,21466,50835,31767,28814
201206,37257,40275,33663,35118,41528,34338,67241,36289,37492,38966,36014,40420,26550,51896,57378,37420,45734,30085,21445,50902,31221,28725
201207,37287,40334,33656,35241,41775,34476,67215,36227,37553,38921,36031,40605,26644,52053,56479,37272,45887,30099,21535,51035,31254,28791
201208,37082,40135,33443,35171,41662,34442,67255,36191,37263,38609,35799,40547,26466,52093,54364,36058,45715,29900,21831,51481,31833,28593
201209,37109,40101,33555,35145,41638,34427,67193,35788,37191,38673,35735,40382,26358,52125,55369,35907,45425,30107,21831,51675,31977,28322
201210,37204,40346,33468,35499,42738,34711,67276,35893,37976,38559,35828,40503,26732,52243,53535,36259,45773,30161,21751,51008,31994,28416
201211,37171,40247,33510,35437,42436,34633,66744,35869,37999,38545,35830,40523,26798,52391,53273,35757,45873,30133,21615,50959,32217,28521
201212,37347,40397,33718,35505,42399,34660,66836,36077,38284,38803,35757,40695,27013,52518,55253,35582,46167,30176,21507,51530,32455,28766
201301,37520,40622,33815,35673,43025,34762,67173,36001,38831,38979,35926,40695,27069,52555,56551,35898,46247,30344,21384,50859,32642,28951
201302,37074,39950,33646,34786,42646,34242,67074,35771,35711,38879,35834,40425,27100,52926,56337,35549,45940,30357,20536,50780,33166,28504
201303,37462,40567,33756,35693,42571,34800,67355,35964,38745,38856,35956,40672,27222,52653,54767,36142,46466,30373,21434,50834,32988,28672
201304,37510,40543,33893,35581,43074,34758,67261,35710,38233,39031,35999,40782,27475,53310,55979,36827,46318,30488,21773,50435,33144,28652
201305,37590,40743,33829,35836,42777,34952,66863,35961,38909,38972,36002,40776,27400,53275,54625,37272,46422,30453,22198,51016,33139,29016
201306,37551,40601,33909,35585,42794,34722,67140,35782,38498,39102,36012,40712,27341,53236,56531,36825,46253,30576,21834,51052,32764,28952
201307,37613,40698,33929,35734,42835,34855,67077,35723,38786,39094,36121,40685,27272,53034,56639,37272,46104,30420,21979,51006,32258,28958
201308,37651,40646,34084,35662,42392,34881,67024,35638,38138,39218,35984,40624,27677,52849,58212,36620,46231,30507,22050,50831,32522,29303
201309,37591,40635,33975,35668,42384,34882,66962,35694,38170,39102,36008,40550,27461,52934,57715,36040,46096,30455,21670,50534,33017,29054
201310,37643,40762,33934,35909,43104,35120,66913,35841,38442,39006,36211,40820,27621,52855,55372,35775,46300,30323,21995,50409,33548,29267
201311,37627,40705,33970,35828,43350,35032,66859,35645,38413,39040,36135,40791,27583,52681,55636,35724,46213,30350,22437,51190,33357,29148
201312,37845,40914,34194,35939,43025,35185,66937,35619,38301,39344,36155,40789,27843,52636,57617,36501,46179,30603,22457,51939,33270,29063
201401,37963,41003,34347,35998,43256,35288,67616,35669,38078,39502,36337,40650,28255,52773,58349,36974,46454,30544,22275,51422,33490,29560
201402,37556,40401,34179,35342,42952,34737,67087,35502,36776,39291,36068,40263,28418,52721,58291,36749,46059,30394,21974,51134,33408,29013
201403,37968,40990,34366,36062,42966,35226,67458,35579,38916,39461,36251,40685,28562,52689,58291,36723,46204,30675,22685,51385,33569,28827
201404,38077,41076,34507,36073,42901,35289,67389,35772,38627,39648,36351,40672,28476,52940,60275,37143,46393,30819,22532,50845,33355,28473
201405,38120,41119,34550,36202,42533,35401,66765,35704,38922,39621,36563,40542,28683,52722,58545,36746,46354,31022,22647,51486,33151,28642
201406,38207,41098,34775,36065,42442,35226,66510,35745,39009,39887,36649,40450,28404,52844,61346,36547,46392,31164,22576,51675,32635,28711
201407,38532,41320,35224,36211,43133,35365,66743,35786,39220,40353,36893,40599,28351,53068,65110,36556,46456,31352,23092,51870,32969,28699
201408,38297,41285,34761,36371,43426,35528,66551,35811,39416,39804,36781,40551,28472,52941,58800,37121,46571,31465,23371,52128,32983,28616
201409,38390,41307,34951,36273,43222,35503,66528,35846,38867,40045,36866,40531,28429,53023,60840,37266,46732,31557,23107,52110,33029,28557
201410,38489,41505,34930,36525,43247,35702,66557,35888,39472,40021,37098,40672,28408,53325,59734,37005,46869,31476,23193,51613,33306,28833
201411,38291,41288,34758,36263,42965,35483,66544,35852,38919,39874,37043,40580,28668,53406,57639,37829,46908,31364,22911,51844,33407,29258
201412,38732,41691,35232,36527,43230,35722,66789,35693,39380,40450,37456,40747,28897,53674,60655,38334,47055,31526,23261,52493,33480,29342
201501,38559,41597,34973,36495,43334,35787,66452,35592,38756,40165,37333,40848,28785,53392,58629,38310,47369,31518,22724,52039,33547,29433
201502,38163,40993,34822,35765,42571,35263,66762,35567,36690,40020,37109,40735,28831,53247,58714,38107,47177,31404,22397,51834,33760,28846
201503,38530,41533,34985,36436,43163,35744,66699,35445,38607,40157,37296,40986,28741,53503,58812,37858,47457,31350,23146,51968,33660,29077
201504,38602,41518,35156,36388,42309,35756,65680,35615,38229,40320,37146,41127,28834,53649,60322,37856,47397,31600,22838,52739,33617,29015
201505,38643,41605,35144,36452,42220,35841,66121,35674,38154,40341,37248,41203,28877,53834,59268,37920,47663,31716,22988,53283,33637,29049
201506,38832,41688,35451,36476,42282,35796,66070,35703,38608,40657,37464,41047,28558,54010,61941,37307,47764,31768,22880,53731,33408,28851
201507,38869,41795,35404,36674,42807,35972,65870,35758,38942,40566,37551,41246,28826,54128,60203,36742,47852,31890,23026,53641,33523,29097
201508,38776,41663,35356,36669,42385,36012,65825,35297,38702,40400,37371,41122,29137,54000,59616,36036,47829,31962,22893,52953,33845,29080
201509,38747,41605,35362,36650,42561,35975,65734,35120,38805,40360,37466,41083,28868,53978,59197,35747,47715,32021,22915,52777,33860,29132
201510,38938,41848,35480,36889,42988,36235,65683,35213,38941,40512,37811,41070,29069,53947,58808,36213,47819,32165,22950,52806,34059,29168
201511,38827,41699,35409,36822,43014,36125,65678,35220,39119,40363,37674,40995,28863,53850,58293,36252,47747,31916,23085,52820,33773,29475
201512,39114,41960,35725,37055,42962,36332,65927,35276,39530,40689,37915,41249,28991,53901,60010,35661,48016,32110,23315,53269,34143,29565
201601,39129,41933,35791,37017,43250,36376,66410,35357,38954,40742,37893,41174,28873,54149,60511,36032,48163,32182,23063,53369,34384,29608
201602,38631,41284,35482,36213,42420,35897,66391,35106,36127,40475,37808,41020,29031,54213,59471,35796,47847,31861,22453,52288,34379,29525
201603,39190,41972,35876,37062,43170,36450,66356,35172,38864,40813,38088,41277,28827,54370,61335,35696,47991,31973,23312,52797,34397,29395
201604,39217,41970,35944,36917,42558,36351,66257,34949,38454,40969,38003,41426,29003,54671,62804,36203,48089,31954,23294,52836,34204,29576
201605,39240,42018,35932,37090,42589,36505,65320,35384,38781,40879,37876,41577,29109,54691,61593,37165,48264,31947,23417,53003,34059,29548
201606,39129,41913,35814,36878,42556,36307,64891,35338,38471,40843,38182,41405,28707,54777,60642,36399,48136,32005,23129,53359,33702,29390
201607,39179,41962,35866,36913,42518,36386,64872,35319,38264,40904,38261,41664,28790,54900,60584,36505,48118,31942,23211,53697,33784,29398
201608,39288,42149,35887,37156,42593,36636,64006,35506,38517,40908,38325,41856,28951,54960,59847,35803,48192,32065,23655,53589,34358,29317
